
---------------------------------------------------------------
                   STATISTICS OF TRIALS                   	 
------------------------------------------------------------------

1	19127		39572			792400			7923			7.26236e+07		1.02316e+08
2	18963		38446			942200			9421			2.28856e+07		2.43724e+07
3	18836		38748			983400			9833			8.48227e+07		8.69069e+07
4	22558		38847			991700			9916			2.61648e+07		2.63769e+07
5	19106		39289			934700			9346			2.84935e+07		3.07045e+07
6	22609		38618			688800			6887			1.89788e+07		2.63419e+07
7	22383		38835			910900			9108			2.16894e+07		2.37788e+07
8	22258		38549			826000			8259			5.00776e+07		5.67697e+07
9	25590		38830			983800			9837			2.29148e+07		2.32967e+07
10	22533		38989			806800			8067			1.89897e+07		2.35468e+07
11	18968		39063			818400			8183			1.98716e+07		2.41569e+07
12	22426		38779			993900			9938			2.32194e+07		2.33645e+07
13	25518		38674			992000			9919			2.44331e+07		2.46289e+07
14	22351		38767			981100			9810			2.28693e+07		2.33099e+07
15	22209		38662			967100			9670			2.3038e+07		2.38028e+07
16	18996		38833			932400			9323			3.80949e+07		3.99929e+07
17	22248		38541			959900			9598			3.02286e+07		3.20098e+07
18	19011		38723			956600			9565			2.65491e+07		2.76127e+07
19	22346		38841			984400			9843			2.4423e+07		2.4822e+07
20	22432		38698			964000			9639			2.497e+07		2.58695e+07
21	19094		38609			417600			4175			1.46077e+07		3.58982e+07
22	19066		38703			992600			9925			2.81672e+07		2.83528e+07
23	22238		39015			878000			8779			2.13928e+07		2.42599e+07
24	22497		38429			992600			9925			2.40177e+07		2.41947e+07
25	25770		38463			931500			9314			2.24962e+07		2.4166e+07
26	19119		38861			999300			9992			2.50865e+07		2.51061e+07
27	22447		39106			849500			8494			2.01135e+07		2.37185e+07
28	22208		38929			937600			9375			2.1623e+07		2.30732e+07
29	22480		38620			984900			9848			3.6018e+07		3.65891e+07
30	22521		39186			914600			9145			2.14826e+07		2.34799e+07
31	22153		38726			955600			9555			2.26541e+07		2.37349e+07
32	22439		38770			808300			8082			1.92508e+07		2.38577e+07
33	29189		38581			967000			9669			2.42427e+07		2.50773e+07
34	25670		38664			941100			9410			2.33834e+07		2.47559e+07
35	22241		38255			982700			9826			2.54998e+07		2.59123e+07
36	22504		38493			993600			9935			2.45096e+07		2.46708e+07
37	25625		38705			977500			9774			2.52457e+07		2.58127e+07
38	22343		38943			972200			9721			2.35656e+07		2.42449e+07
39	22259		39448			966300			9662			2.40654e+07		2.4887e+07
40	19153		38875			965900			9658			3.7233e+07		3.8921e+07
------------------------------------------------------------------
