AREA,PERIMETER,CODCOMP,DEPTO,LOCALIDAD,SECCION,SEGMENTO,ZONA,CCZ,ASENTA,TOT_VIV,VIV_PAR,VIV_CO,VP_OCUPAD,VP_DESO,HOG_PAR,TOT_POB,CAT_POB,ED_0_5,ED_6_14,ED_15_24,ED_25_64,ED_65,CODSEG,CODSEC,CENTROIDE_LAT,CENTROIDE_LONG,CENT_X_SEGUN_ARCH,CENT_Y_SEGUN_ARCH
6522.960938,385.803870,108004003,1,20,8,4,3,3,NO,33,33,0,31,2,31,85,3,6,8,10,45,16,108004,108,-34.8823379484,-56.1868678267,574306.5837530239,6139703.527103419
6151.187500,325.972403,108004008,1,20,8,4,8,3,NO,23,23,0,12,11,13,30,2,1,4,7,14,4,108004,108,-34.8826791812,-56.1861997199,574367.3314788226,6139665.189317406
16893.007813,548.164486,108004002,1,20,8,4,2,3,NO,37,37,0,34,3,35,84,3,1,5,17,45,16,108004,108,-34.8830748206,-56.1873560877,574261.3009887128,6139622.171554411
8507.914063,371.297816,108004009,1,20,8,4,9,3,NO,49,49,0,46,3,48,130,4,8,8,18,74,22,108004,108,-34.8829788818,-56.1854916859,574431.764882081,6139631.427279601
8399.093750,424.616826,108004001,1,20,8,4,1,3,NO,43,42,1,36,6,38,129,4,3,14,18,58,36,108004,108,90.0,-57.0,574149.2749714368,2050623876.9320066
8755.265625,377.094303,108004011,1,20,8,4,11,3,NO,22,21,1,18,3,19,61,3,1,7,6,24,23,108004,108,-34.8832934515,-56.1846697456,574506.5936491155,6139595.931109655
9280.375000,387.810724,108004016,1,20,8,4,16,3,NO,58,58,0,51,7,51,134,4,7,17,19,64,27,108004,108,-34.8836227329,-56.1838364684,574582.4445502913,6139558.794390967
647.929688,129.790613,108004400,1,20,8,4,400,,,,,,,,,,,,,,,,108004,108,90.0,-57.0,574101.5607514471,2050623857.0144045
2046.992188,185.147234,108004007,1,20,8,4,7,3,NO,14,14,0,12,2,20,35,2,2,2,6,20,5,108004,108,-34.8833263017,-56.1864301003,574345.6953667635,6139593.595976788
12753.609375,483.908575,108002004,1,20,8,2,4,3,NO,58,58,0,49,9,49,152,4,6,18,25,86,17,108002,108,90.0,-57.0,574094.4595836772,2050622214.8446918
4623.718750,279.052133,108004010,1,20,8,4,10,3,NO,23,23,0,19,4,22,55,3,2,12,12,24,5,108004,108,-34.883647186,-56.1858114995,574401.9364934703,6139557.551276773
12317.250000,445.615746,108004004,1,20,8,4,4,3,NO,81,81,0,67,14,71,172,4,13,13,24,91,31,108004,108,90.0,-57.0,574142.1738451092,2050623756.8168073
16001.929688,536.501111,108004006,1,20,8,4,6,3,NO,30,29,1,26,3,28,102,4,9,14,8,58,13,108004,108,-34.8843734864,-56.1864087833,574346.7002318237,6139477.449492905
5889.054688,310.291320,108004012,1,20,8,4,12,3,NO,26,26,0,16,10,17,45,2,2,3,8,22,10,108004,108,-34.8840407674,-56.185058253,574470.4159840896,6139513.344173587
12271.117188,439.906975,108004005,1,20,8,4,5,3,NO,18,18,0,14,4,14,43,2,3,5,5,20,10,108004,108,-34.884401442,-56.1875322578,574244.0085712321,6139475.182524807
6312.382813,363.848478,108002013,1,20,8,2,13,3,NO,38,38,0,36,2,38,123,4,12,15,25,54,17,108002,108,-34.8843395155,-56.1912054035,573908.4009759498,6139484.766302346
12490.421875,466.353180,108002003,1,20,8,2,3,3,NO,22,22,0,21,1,21,50,3,1,2,9,30,8,108002,108,-34.8845321185,-56.1901589905,574003.852710575,6139462.6344716605
7873.968750,357.308487,108004015,1,20,8,4,15,3,NO,3,3,0,0,3,0,0,1,0,0,0,0,0,108004,108,-34.8844438719,-56.1842821032,574540.9791976952,6139468.063416261
10627.679688,424.156788,108004013,1,20,8,4,13,3,NO,25,25,0,24,1,26,77,3,8,9,15,33,12,108004,108,-34.8848636784,-56.1855512535,574424.6219414786,6139422.451394406
39654.992188,866.443042,108002002,1,20,8,2,2,3,NO,116,116,0,89,27,95,262,5,21,27,42,137,35,108002,108,-34.8854976037,-56.1916316746,573868.410633705,6139356.651128464
10850.257813,416.730918,108003001,1,20,8,3,1,3,NO,15,14,1,9,5,9,38,2,1,5,2,13,17,108003,108,-34.8849819084,-56.1890101349,574108.434578309,6139411.90433662
9401.078125,393.385995,108004014,1,20,8,4,14,3,NO,23,23,0,17,6,18,46,2,6,3,5,26,6,108004,108,-34.8852548052,-56.1847657782,574496.0476482776,6139378.492333957
11238.226563,423.785268,108003004,1,20,8,3,4,3,NO,26,25,1,22,3,22,54,3,3,7,3,25,16,108003,108,-34.8853539186,-56.1879673289,574203.3942163466,6139369.877172088
7816.296875,375.207256,108002005,1,20,8,2,5,3,NO,41,41,0,35,6,35,102,4,3,10,15,50,24,108002,108,-34.8854676279,-56.1902919205,573990.8666020358,6139358.986582128
11616.875000,436.999571,108003007,1,20,8,3,7,3,NO,80,80,0,70,10,71,209,5,20,27,16,116,30,108003,108,-34.8856198549,-56.1869584845,574295.3450134994,6139339.6375702005
10253.382813,404.278804,108001002,1,20,8,1,2,1,NO,63,63,0,53,10,62,130,4,8,7,19,75,21,108001,108,-34.8854676863,-56.1941101186,573641.9527761174,6139361.793804881
9410.225002,398.259415,108001001,1,20,8,1,1,,,,,,,,,,,,,,,,108001,108,-34.8855001849,-56.1951616726,573545.8309543779,6139358.962344834
10482.062500,410.353823,108003002,1,20,8,3,2,3,NO,34,34,0,33,1,39,95,3,2,9,7,53,24,108003,108,-34.885844707,-56.1894099197,574071.1270363955,6139316.517428394
10375.171875,421.840760,108003009,1,20,8,3,9,3,NO,35,35,0,27,8,28,69,3,2,11,12,38,6,108003,108,-2.78844611441e+12,38.4687369051,191843254.29565287,6139274.111628405
11017.015625,430.123364,108003010,1,20,8,3,10,3,NO,40,40,0,32,8,32,64,3,2,3,18,30,11,108003,108,-2.78851219392e+12,116.245084531,191843366.84885564,6139254.994470098
10263.898438,406.445106,108003005,1,20,8,3,5,3,NO,50,49,1,38,11,44,120,4,7,7,27,56,23,108003,108,-34.8862325972,-56.1883912877,574163.8625282268,6139272.7474612165
19950.054688,596.565027,108002007,1,20,8,2,7,1,NO,155,155,0,126,29,128,298,5,12,32,43,168,43,108002,108,-34.8867468378,-56.192868017,573754.3152123366,6139219.024653801
16004.515625,556.295000,108002008,1,20,8,2,8,1,NO,35,35,0,23,12,36,78,3,2,5,20,48,3,108002,108,-34.8868606386,-56.1917433346,573856.987280992,6139205.575669052
11706.851563,440.138186,108105001,1,20,8,105,1,3,NO,22,22,0,15,7,36,94,3,11,15,16,40,12,108105,108,-2.79627215706e+12,-30.9855716325,191910524.1003647,6139284.720955091
9778.015625,395.556865,108001005,1,20,8,1,5,1,NO,25,25,0,17,8,17,42,2,4,3,8,23,4,108001,108,-34.8863699724,-56.1940119225,573650.1210007548,6139261.659935853
4235.585938,294.572794,108001004,1,20,8,1,4,,,,,,,,,,,,,,,,108001,108,-34.8863561933,-56.1948192731,573576.3569599515,6139263.781332003
8633.171875,373.377329,108003008,1,20,8,3,8,3,NO,43,43,0,38,5,38,106,4,5,11,10,60,20,108003,108,-34.8865776075,-56.1874626228,574248.4144720369,6139233.798525569
6530.562500,333.228642,108001003,1,20,8,1,3,,,,,,,,,,,,,,,,108001,108,-34.8865081199,-56.1953805316,573524.9333875291,6139247.345105346
12633.328125,439.133146,108003003,1,20,8,3,3,3,NO,166,165,1,156,9,177,521,6,52,67,60,291,51,108003,108,-34.8867980714,-56.1898461316,574030.4102934762,6139211.113709133
14430.387575,483.192622,108105002,1,20,8,105,2,,,,,,,,,,,,,,,,108105,108,-34.8869604562,-56.183420799,574617.412692221,6139188.337898673
8302.375000,366.064614,108003011,1,20,8,3,11,3,NO,33,33,0,26,7,28,88,3,4,6,20,49,9,108003,108,-2.78859731759e+12,-47.2911456343,191843212.39569092,6139217.759750567
15678.453125,538.737345,108003006,1,20,8,3,6,3,NO,61,61,0,48,13,52,132,4,11,4,22,76,19,108003,108,-34.8873177863,-56.1889007578,574116.3321758853,6139152.779249723
8525.765625,371.905193,108003012,1,20,8,3,12,3,NO,34,34,0,28,6,28,72,3,5,12,5,38,12,108003,108,-2.78869732828e+12,92.9011371936,191843615.80620033,6139198.642321547
13265.663707,463.807238,108105003,1,20,8,105,3,3,NO,4,4,0,4,0,4,10,2,0,1,1,5,3,108105,108,-34.8873680906,-56.1823622641,574713.7728278445,6139142.342971991
10022.898438,400.372422,108001007,1,20,8,1,7,,,,,,,,,,,,,,,,108001,108,-34.8872581911,-56.1939200175,573657.7266803951,6139163.09072024
21765.695313,591.325276,108003013,1,20,8,3,13,3,NO,76,76,0,64,12,65,146,4,6,6,23,85,26,108003,108,-34.8877175487,-56.1875912725,574235.6330718446,6139107.476660308
1288.671875,229.400897,108001010,1,20,8,1,10,,,,,,,,,,,,,,,,108001,108,-34.8871658914,-56.1945675676,573598.6359907043,6139173.802557207
9722.686659,396.771447,108001006,1,20,8,1,6,,,,,,,,,,,,,,,,108001,108,-34.8873618774,-56.1951296667,573547.0967980183,6139152.480989231
9294.367188,386.224446,108105005,1,20,8,105,5,3,NO,9,9,0,7,2,7,17,2,0,2,3,5,7,108105,108,-34.8875298118,-56.1849653583,574475.7567955422,6139126.346987811
17946.148438,572.408104,108002012,1,20,8,2,12,1,NO,72,71,1,54,17,70,153,4,8,8,18,73,46,108002,108,-34.8877437646,-56.1903279899,573985.5301912845,6139106.594248322
11943.444590,443.683087,108105004,1,20,8,105,4,3,NO,47,47,0,41,6,46,120,4,9,12,19,61,19,108105,108,-34.8877272264,-56.1814014159,574801.2494248664,6139101.798360944
11764.820313,433.135799,108105006,1,20,8,105,6,3,NO,110,110,0,0,110,0,0,1,0,0,0,0,0,108105,108,-34.8879125478,-56.183957263,574567.5303138141,6139083.152283048
11688.203125,445.127752,108003014,1,20,8,3,14,,,,,,,,,,,,,,,,108003,108,-34.8881870171,-56.1863894286,574345.0338827234,6139054.522133096
9468.226563,383.014893,108002010,1,20,8,2,10,1,NO,12,12,0,9,3,9,25,2,2,4,6,9,4,108002,108,-34.8880353624,-56.1916351734,573865.8197349096,6139075.221407259
10380.781250,407.624944,108002009,1,20,8,2,9,,,,,,,,,,,,,,,,108002,108,-34.8880839177,-56.1927194076,573766.700156013,6139070.635764807
10210.546875,404.198580,108001009,1,20,8,1,9,1,NO,2,2,0,1,1,1,3,2,0,0,0,3,0,108001,108,-34.8881634104,-56.1938260654,573665.5040530664,6139062.634641184
10414.039063,408.629147,108105007,1,20,8,105,7,3,NO,53,53,0,35,18,37,111,4,5,12,20,62,12,108105,108,-2.80119241e+12,90.5224008717,191945874.3140941,6139002.755257954
11187.962792,423.008749,108001008,1,20,8,1,8,,,,,,,,,,,,,,,,108001,108,-34.8882482449,-56.1949706959,573560.833492541,6139054.067899565
12142.992188,451.219378,108105009,1,20,8,105,9,,,,,,,,,,,,,,,,108105,108,-34.8885092293,-56.1855271576,574423.5366349928,6139018.1490642335
1884.250000,209.785327,108002011,1,20,8,2,11,,,,,,,,,,,,,,,,108002,108,-34.8882169569,-56.1907823177,573943.5901014266,6139054.453660438
12101.968750,483.294923,108006002,1,20,8,6,2,3,NO,112,112,0,95,17,142,274,5,9,17,82,130,36,108006,108,90.0,-57.0,574229.7669825132,2050394026.9460678
9545.857038,391.387477,108105008,1,20,8,105,8,3,NO,11,11,0,5,6,5,17,2,0,1,4,9,3,108105,108,-2.80125203564e+12,26.4039727175,191946006.22306588,6138986.878981801
13037.828125,473.981436,108006001,1,20,8,6,1,1,NO,14,12,2,7,5,7,67,3,0,1,47,14,5,108006,108,-34.8887613325,-56.1891157638,574095.3890006772,6138992.851898229
17749.695313,581.261039,108105010,1,20,8,105,10,3,NO,63,63,0,52,11,53,119,4,3,7,18,52,39,108105,108,-34.8888784581,-56.184458549,574520.851068225,6138976.407761667
11055.234375,417.571776,108007003,1,20,8,7,3,1,NO,70,70,0,56,14,59,163,4,14,19,20,81,29,108007,108,90.0,-57.0,573965.4786008934,2050402106.6722202
10776.523438,415.397531,108007002,1,20,8,7,2,1,NO,17,17,0,15,2,17,54,3,3,4,17,25,5,108007,108,90.0,-57.0,573896.3473866225,2050402107.4161534
10967.062500,418.800898,108007001,1,20,8,7,1,1,NO,37,37,0,22,15,22,67,3,15,8,13,28,3,108007,108,-34.8890128164,-56.1926178813,573775.1471668788,6138967.547984243
12707.882813,477.831512,108006005,1,20,8,6,5,3,NO,20,19,1,16,3,33,73,3,1,2,38,23,9,108006,108,90.0,-57.0,574260.9472798059,2050394674.209083
10580.312500,411.244767,108008002,1,20,8,8,2,1,NO,1,1,0,1,0,1,1,2,0,0,0,1,0,108008,108,-34.8890922626,-56.1937286508,573673.5765169167,6138959.555153695
799.320313,136.551257,108105400,1,20,8,105,400,,,,,,,,,,,,,,,,108105,108,-34.8888328277,-56.1831511423,574640.3606522202,6138980.494585972
9617.867132,410.327640,108105013,1,20,8,105,13,3,NO,68,68,0,59,9,59,150,4,16,19,21,74,20,108105,108,-2.80130970322e+12,151.852199392,191945827.2630834,6138958.624566363
19874.304688,557.042923,108006008,1,20,8,6,8,,,,,,,,,,,,,,,,108006,108,-34.889860808,-56.1860830739,574371.519873797,6138868.674513684
10843.960938,416.542757,108105012,1,20,8,105,12,3,NO,76,76,0,67,9,69,161,4,16,12,18,80,35,108105,108,-34.8895812246,-56.1835840693,574600.1240919814,6138897.821320173
7261.062500,335.445664,108006004,1,20,8,6,4,1,NO,4,4,0,2,2,2,5,2,0,1,0,4,0,108006,108,90.0,-57.0,574209.9837498561,2050393755.7135823
10388.742188,407.742506,108006003,1,20,8,6,3,1,NO,48,48,0,39,9,43,93,3,3,5,19,53,13,108006,108,-34.8896858986,-56.1891335439,574092.9342348813,6138890.332479452
10797.992188,415.693256,108007006,1,20,8,7,6,1,NO,36,36,0,25,11,26,71,3,7,6,10,37,11,108007,108,90.0,-57.0,573971.3884912804,2050401968.6798894
10740.679688,413.617625,108205011,1,20,8,205,11,3,NO,30,29,1,25,4,25,73,3,2,5,13,36,17,108205,108,-34.889893857,-56.1846464114,574502.767913033,6138863.941727335
10557.578125,411.003011,108007005,1,20,8,7,5,1,NO,22,22,0,16,6,20,46,2,3,5,4,28,6,108007,108,90.0,-57.0,573902.25727493,2050401967.9267814
10691.843750,413.357837,108007004,1,20,8,7,4,1,NO,13,13,0,8,5,8,17,2,1,1,3,12,0,108007,108,-34.8899468547,-56.192518823,573783.3638403633,6138863.892019783
13242.773438,461.979222,108205014,1,20,8,205,14,3,NO,21,21,0,17,4,17,63,3,5,8,16,26,8,108205,108,-34.8901788917,-56.1820579235,574739.037927943,6138830.403396767
10317.062500,406.626479,108008004,1,20,8,8,4,,,,,,,,,,,,,,,,108008,108,-34.890026228,-56.1936351631,573681.2853702843,6138855.911477636
1895.093750,228.786255,108006400,1,20,8,6,400,,,,,,,,,,,,,,,,108006,108,90.0,-57.0,574241.1640712646,2050393860.642203
11678.140625,432.893696,108205015,1,20,8,205,15,3,NO,68,68,0,56,12,73,181,4,9,21,34,90,27,108205,108,-34.8905056417,-56.1831913171,574635.1767085049,6138795.012610758
2173.718750,217.745158,108006401,1,20,8,6,401,,,,,,,,,,,,,,,,108006,108,-34.890297042,-56.1853004038,574442.6444013052,6138819.715548378
23132.953125,649.804919,108006007,1,20,8,6,7,,,,,,,,,,,,,,,,108006,108,-34.8908757968,-56.1888595608,574116.9013725591,6138758.172354776
37250.140625,931.439202,108006010,1,20,8,6,10,,,,,,,,,,,,,,,,108006,108,-34.8913588445,-56.1872260725,574265.7280125952,6138703.393264241
11311.070313,426.690797,108205016,1,20,8,205,16,3,NO,57,56,1,47,9,49,187,4,24,20,30,91,22,108205,108,-34.8908022492,-56.1842439514,574538.723001825,6138762.903298201
10859.914063,417.223539,108007009,1,20,8,7,9,1,NO,19,19,0,15,4,16,42,2,4,0,10,17,11,108007,108,-34.8907014813,-56.1901562489,573998.5717359952,6138778.462408046
1734.914063,211.723537,108006402,1,20,8,6,402,,,,,,,,,,,,,,,,108006,108,-34.8904817108,-56.1868167997,574303.9151948625,6138800.3621627595
10694.757813,413.667150,108007008,1,20,8,7,8,1,NO,49,49,0,32,17,35,79,3,2,9,14,44,10,108007,108,-34.8907851585,-56.1912893719,573894.9565548361,6138770.019373832
10686.687500,413.642040,108007007,1,20,8,7,7,1,NO,143,142,1,131,11,132,348,5,15,36,62,177,58,108007,108,-34.8908664633,-56.1924225875,573791.3352582841,6138761.838333658
10191.093750,403.814206,108008006,1,20,8,8,6,1,NO,239,239,0,223,16,226,582,6,24,37,123,285,113,108008,108,-34.8909446785,-56.1935386665,573689.2828001198,6138753.986142735
11181.968750,433.579008,108006011,1,20,8,6,11,3,NO,27,27,0,21,6,28,67,3,3,4,12,37,11,108006,108,-34.8910681801,-56.1853783593,574434.8255521883,6138734.255739163
2292.585938,226.573073,108006403,1,20,8,6,403,,,,,,,,,,,,,,,,108006,108,-34.8909195319,-56.1880674794,574189.2391441873,6138752.735782778
10929.241981,418.627267,108008005,1,20,8,8,5,,,,,,,,,,,,,,,,108008,108,-34.8910263319,-56.1946785123,573585.0557750221,6138745.768982632
12846.476563,480.074352,108205021,1,20,8,205,21,2,NO,56,56,0,46,10,48,136,4,9,14,19,67,27,108205,108,-34.8913630261,-56.1817392247,574767.0867256254,6138698.84722952
7053.898438,341.693162,108205018,1,20,8,205,18,2,NO,2,2,0,2,0,2,4,2,0,0,1,0,3,108205,108,-34.8912729746,-56.1828370459,574666.8544156596,6138709.652766486
10611.867188,412.085468,108009003,1,20,8,9,3,1,NO,10,10,0,9,1,10,30,2,3,5,2,13,7,108009,108,-34.8916263189,-56.1900526459,574007.209163724,6138675.823153837
2226.507813,226.081321,108006404,1,20,8,6,404,,,,,,,,,,,,,,,,108006,108,-34.8915169206,-56.1863027056,574349.9585252723,6138685.177839077
8423.890625,372.895250,108205017,1,20,8,205,17,2,NO,21,21,0,19,2,22,53,3,4,4,8,28,9,108205,108,-34.8916169372,-56.1838910592,574570.2326899818,6138672.293236583
10780.398438,414.860450,108009002,1,20,8,9,2,1,NO,7,7,0,5,2,7,20,2,2,3,6,8,1,108009,108,-34.8917121147,-56.1911894699,573903.2550555891,6138667.148024377
10818.718750,416.077476,108009001,1,20,8,9,1,1,NO,1,1,0,1,0,1,1,2,0,0,1,0,0,108009,108,-34.89179133,-56.1923276295,573799.1850266696,6138659.202451721
13440.789063,496.927710,108006012,1,20,8,6,12,2,NO,43,43,0,37,6,39,115,4,14,10,17,57,17,108006,108,-34.8919327763,-56.1850394545,574465.0130120319,6138638.1217143545
8698.031250,373.595854,108205020,1,20,8,205,20,2,NO,41,40,1,30,10,33,97,3,4,10,9,51,23,108205,108,-34.8919512051,-56.1824895316,574697.994763084,6138634.179122422
10440.164063,408.929609,108008008,1,20,8,8,8,,,,,,,,,,,,,,,,108008,108,-34.891869128,-56.1934430832,573697.1912060671,6138651.396168475
11690.912874,432.762711,108008007,1,20,8,8,7,,,,,,,,,,,,,,,,108008,108,-34.8919521585,-56.194596098,573591.7608001085,6138643.036086093
9356.476563,417.003079,108006013,1,20,8,6,13,2,NO,20,20,0,20,0,24,97,3,9,13,25,44,6,108006,108,-34.8922854076,-56.1859362909,574382.747014774,6138599.682006395
9345.960938,387.890422,108205019,1,20,8,205,19,2,NO,28,28,0,26,2,30,66,3,2,8,10,31,15,108205,108,-34.8923129703,-56.1834710958,574607.9775707873,6138594.7916840445
8262.296875,380.691674,108012002,1,20,8,12,2,1,NO,25,25,0,24,1,33,97,3,21,15,14,41,6,108012,108,-34.8921862703,-56.18866431,574133.5653022638,6138612.6988392295
14816.992188,497.365979,108114007,1,20,8,114,7,2,NO,91,89,2,77,12,94,245,5,11,21,36,114,63,108114,108,-34.8926901416,-56.1818057034,574759.8099031519,6138551.72217874
9770.609375,405.140271,108009006,1,20,8,9,6,1,NO,42,41,1,35,6,37,93,3,6,5,13,52,17,108009,108,-34.8925107056,-56.1899100419,574019.4463256849,6138577.6409828225
1087.203125,214.923080,108012403,1,20,8,12,403,,,,,,,,,,,,,,,,108012,108,-34.8926083812,-56.1879768225,574196.0045129121,6138565.378446874
10853.796875,416.970175,108009005,1,20,8,9,5,1,NO,13,13,0,13,0,14,26,2,1,0,3,17,5,108009,108,-34.8926374515,-56.1910891998,573911.5884172673,6138564.455955946
7976.335938,358.467744,108012012,1,20,8,12,12,2,NO,60,58,2,41,17,45,104,4,3,4,34,41,22,108012,108,-34.8927292965,-56.1844314393,574519.8509112765,6138549.3368648095
1360.804688,151.942959,108012400,1,20,8,12,400,,,,,,,,,,,,,,,,108012,108,-34.8924195891,-56.1877801311,574214.146766376,6138586.169391448
10734.664063,414.366891,108009004,1,20,8,9,4,,,,,,,,,,,,,,,,108009,108,-34.8927188376,-56.1922279161,573807.4667311332,6138556.270171561
744.984375,170.852419,108012402,1,20,8,12,402,,,,,,,,,,,,,,,,108012,108,90.0,-57.0,574235.30481978,2050282403.6905403
11776.640625,433.718971,108012007,1,20,8,12,7,2,NO,19,19,0,16,3,16,42,2,3,2,8,26,3,108012,108,90.0,-57.0,574235.3048302587,2050281823.980884
10534.281250,413.974688,108012003,1,20,8,12,3,1,NO,119,119,0,97,22,97,215,5,11,21,31,100,52,108012,108,-34.8928637981,-56.1887594533,574124.2630491694,6138537.632719574
10330.859375,406.587205,108008009,1,20,8,8,9,,,,,,,,,,,,,,,,108008,108,-34.8927977423,-56.1933430518,573705.5021138057,6138548.341031248
90356.427293,1793.118580,108010001,1,20,8,10,1,,,,,,,,,,,,,,,,108010,108,-34.8959367902,-56.1941924639,573625.0872797152,6138200.851419009
6693.382813,338.590843,108114005,1,20,8,114,5,2,NO,52,52,0,39,13,46,97,3,6,9,14,53,15,108114,108,-34.8929472302,-56.1831467812,574637.0378988612,6138524.211787206
6941.375000,352.068491,108012011,1,20,8,12,11,2,NO,64,64,0,44,20,44,81,3,0,1,23,44,13,108012,108,-34.8930748053,-56.1852665309,574443.2337174709,6138511.64163753
8423.523438,381.455018,108012009,1,20,8,12,9,2,NO,38,38,0,29,9,36,89,3,7,14,9,47,12,108012,108,-34.8931707399,-56.1861140275,574365.7086009182,6138501.632297601
4074.765625,271.354478,108012006,1,20,8,12,6,1,NO,102,102,0,93,9,93,190,4,7,12,26,94,51,108012,108,-34.8932084551,-56.1878569467,574206.4184091265,6138498.742562787
9436.648438,404.712272,108009007,1,20,8,9,7,1,NO,43,42,1,33,9,37,108,4,4,7,22,56,19,108009,108,-34.8933883442,-56.1900146548,574009.100279377,6138480.389832656
5090.562500,289.486348,108114003,1,20,8,114,3,2,NO,50,50,0,44,6,44,103,4,6,5,15,58,19,108114,108,-34.8933216545,-56.18402611,574556.3521842109,6138483.343781355
12544.943070,463.525520,108214008,1,20,8,214,8,2,NO,104,104,0,72,32,81,184,4,6,16,24,86,52,108214,108,-34.8936943178,-56.1814578733,574790.6823275569,6138440.101164318
5812.328125,323.947980,108114006,1,20,8,114,6,2,NO,26,26,0,22,4,22,63,3,3,10,9,28,13,108114,108,-34.8934161668,-56.1828616263,574662.6692274004,6138471.995022455
10704.601563,413.333282,108009008,1,20,8,9,8,1,NO,13,13,0,12,1,15,42,2,2,2,7,26,5,108009,108,-34.8935634045,-56.190994714,573919.3924746152,6138461.69979517
10032.828125,403.176178,108012004,1,20,8,12,4,,,,,,,,,,,,,,,,108012,108,-34.8936830177,-56.189015774,574100.1064361223,6138446.972480749
10722.085938,414.633983,108009009,1,20,8,9,9,,,,,,,,,,,,,,,,108009,108,-34.8936467943,-56.1921277351,573815.7905401484,6138453.287717611
14081.725165,479.951950,115203001,1,20,15,203,1,2,NO,43,43,0,40,3,47,113,4,6,9,17,58,23,115203,115,-34.8937897443,-56.1722816306,575629.0538538508,6138422.6273067985
10474.132813,409.410864,108008010,1,20,8,8,10,1,NO,1,1,0,1,0,1,1,2,0,0,0,1,0,108008,108,-34.8937248663,-56.1932448534,573713.6466494141,6138445.452498623
9731.468750,399.911179,108114002,1,20,8,114,2,2,NO,34,34,0,29,5,36,76,3,2,6,20,35,13,108114,108,-34.893883238,-56.184658639,574498.0490029756,6138421.535906715
14725.921875,492.862131,108214009,1,20,8,214,9,2,NO,86,86,0,81,5,90,262,5,24,27,48,134,29,108214,108,-34.8942017164,-56.1823870789,574705.318875363,6138384.525107883
3521.093750,240.117545,108114004,1,20,8,114,4,2,NO,7,7,0,7,0,7,17,2,1,1,3,11,1,108114,108,-34.893783135,-56.1837238647,574583.5521707227,6138431.941386224
8347.218750,367.413518,108012005,1,20,8,12,5,1,NO,62,62,0,51,11,51,129,4,1,5,25,76,22,108012,108,-34.8939736538,-56.1880372745,574189.253281761,6138414.01705464
1565.695313,203.518815,108012010,1,20,8,12,10,,,,,,,,,,,,,,,,108012,108,-34.8936781997,-56.1859317254,574381.908707838,6138445.220563178
7915.570313,385.251884,108012008,1,20,8,12,8,2,NO,44,44,0,35,9,39,92,3,4,3,23,49,13,108012,108,-34.893907746,-56.1869860231,574285.3679844075,6138420.546837032
9094.312500,386.449212,108114001,1,20,8,114,1,2,NO,63,62,1,54,8,57,162,4,11,14,23,85,29,108114,108,-34.8941960526,-56.185491302,574421.6843444011,6138387.464427723
8298.539063,406.805276,108214010,1,20,8,214,10,2,NO,140,139,1,113,26,139,284,5,17,9,44,156,58,108214,108,-34.8945238909,-56.1831581811,574634.5701634197,6138349.371472064
11429.843750,428.250132,108013002,1,20,8,13,2,2,NO,52,52,0,44,8,51,121,4,10,11,30,54,16,108013,108,-34.8945456515,-56.1863948009,574338.814725195,6138349.365588513
9622.023438,391.413567,108111003,1,20,8,111,3,1,NO,186,186,0,165,21,169,365,5,9,24,62,168,102,108111,108,-34.8944831262,-56.1894041719,574063.8992913612,6138358.529253074
3314.125000,281.236089,108111002,1,20,8,111,2,1,NO,32,32,0,25,7,25,68,3,4,8,15,31,10,108111,108,-34.8942912994,-56.1901294148,573997.8045550756,6138380.33859889
10528.671875,410.741598,108111001,1,20,8,111,1,1,NO,16,16,0,11,5,13,26,2,0,1,9,13,3,108111,108,-34.894484972,-56.1908947571,573927.7001549191,6138359.42590892
10731.703125,414.238503,108010004,1,20,8,10,4,,,,,,,,,,,,,,,,108010,108,-34.8945711138,-56.1920241187,573824.4312733198,6138350.706056681
9457.476563,396.526500,108114011,1,20,8,114,11,2,NO,25,24,1,20,4,41,133,4,17,26,21,55,14,108114,108,-34.8946783392,-56.184078276,574550.3598702536,6138332.92875601
14687.117188,488.698895,115203002,1,20,15,203,2,2,NO,118,117,1,107,10,113,305,5,20,16,64,151,54,115203,115,-34.8947287438,-56.1721737296,575638.0522953452,6138318.412366317
10456.601563,408.905876,108010003,1,20,8,10,3,,,,,,,,,,,,,,,,108010,108,-34.8946525076,-56.1931450425,573721.9378389558,6138342.505365467
14150.062500,484.805438,108111004,1,20,8,111,4,1,NO,11,9,2,1,8,46,53,3,0,0,39,8,6,108111,108,-34.8948853225,-56.1881855926,574174.8815617729,6138313.024549994
9087.992188,384.059919,115103003,1,20,15,103,3,2,NO,58,58,0,45,13,49,137,4,8,13,23,72,21,115103,115,-34.8948230152,-56.1733832341,575527.4515436562,6138308.870673614
7194.437500,364.040478,108013001,1,20,8,13,1,2,NO,78,78,0,68,10,75,150,4,5,8,33,77,27,108013,108,-34.8949368033,-56.1871880037,574265.9863111011,6138306.576081441
22656.328125,635.438476,115103004,1,20,15,103,4,2,NO,9,8,1,6,2,6,36,2,4,14,4,9,5,115103,115,-34.8949529804,-56.1749858779,575380.896727617,6138295.665271491
4180.170990,289.368562,108314017,1,20,8,314,17,2,NO,50,50,0,47,3,49,130,4,9,13,16,71,21,108314,108,-34.8949089514,-56.181093422,574822.8818234953,6138305.12823115
