0,52564
1,52564
2,52564
3,52564
4,52083
5,52083
6,52083
7,52083
8,52083
9,51961
10,51960
11,51834
12,51834
13,51834
14,51485
15,51052
16,51052
17,50788
18,50788
19,50670
20,50279
21,50279
22,50279
23,50279
24,50279
25,50279
26,50259
27,50156
28,50156
29,49988
30,49988
31,49773
32,49773
33,49559
34,49559
35,49559
36,49540
37,49540
38,49540
39,49481
40,49481
41,49481
42,49286
43,48825
44,48825
45,48825
46,48825
47,48825
48,48753
49,48442
50,48381
51,48339
52,48339
53,48281
54,48281
55,48281
56,47871
57,47871
58,47871
59,47768
60,47699
61,47699
62,47699
63,47626
64,47527
65,47291
66,47291
67,47291
68,47246
69,47246
70,47246
71,47246
72,47120
73,47120
74,47092
75,46938
76,46823
77,46769
78,46769
79,46507
80,46507
81,46507
82,46507
83,46507
84,46418
85,46418
86,46418
87,46374
88,46374
89,46354
90,46288
91,46288
92,46183
93,46000
94,45953
95,45953
96,45953
97,45953
98,45925
99,45904
100,45873
101,45873
102,45658
103,45658
104,45658
105,45658
106,45658
107,45652
108,45652
109,45607
110,45607
111,45607
112,45556
113,45385
114,45385
115,45385
116,45385
117,45383
118,45383
119,45333
120,45236
121,45236
122,45236
123,45236
124,45217
125,45134
126,45092
127,45092
128,44989
129,44898
130,44898
131,44898
132,44786
133,44673
134,44673
135,44625
136,44625
137,44625
138,44619
139,44562
140,44562
141,44562
142,44557
143,44514
144,44514
145,44500
146,44500
147,44467
148,44466
149,44466
150,44441
151,44374
152,44287
153,44287
154,44287
155,44218
156,44218
157,44218
158,44218
159,44199
160,44130
161,44130
162,44130
163,44077
164,43940
165,43940
166,43940
167,43940
168,43940
169,43940
170,43940
171,43940
172,43940
173,43871
174,43869
175,43855
176,43825
177,43825
178,43825
179,43677
180,43677
181,43677
182,43620
183,43620
184,43620
185,43620
186,43620
187,43542
188,43542
189,43542
190,43454
191,43454
192,43454
193,43454
194,43454
195,43454
196,43381
197,43355
198,43227
199,43227
200,43227
201,43227
202,43227
203,43227
204,43227
205,43227
206,43182
207,43182
208,43160
209,43160
210,43160
211,43160
212,43118
213,43012
214,43012
215,42996
216,42996
217,42904
218,42904
219,42904
220,42904
221,42904
222,42904
223,42841
224,42807
225,42807
226,42807
227,42807
228,42807
229,42807
230,42807
231,42681
232,42681
233,42681
234,42681
235,42605
236,42605
237,42605
238,42605
239,42605
240,42605
241,42605
242,42546
243,42514
244,42514
245,42514
246,42417
247,42417
248,42417
249,42417
250,42302
251,42302
252,42302
253,42302
254,42302
255,42302
256,42302
257,42302
258,42302
259,42302
260,42302
261,42302
262,42265
263,42265
264,42209
265,42209
266,42209
267,42078
268,42078
269,42078
270,42021
271,42021
272,42021
273,42021
274,42021
275,42021
276,42021
277,41907
278,41907
279,41907
280,41907
281,41851
282,41851
283,41851
284,41851
285,41851
286,41805
287,41805
288,41805
289,41685
290,41612
291,41612
292,41513
293,41513
294,41513
295,41506
296,41506
297,41506
298,41506
299,41434
300,41434
301,41351
302,41351
303,41351
304,41351
305,41351
306,41351
307,41351
308,41351
309,41345
310,41338
311,41338
312,41338
313,41338
314,41338
315,41338
316,41204
317,41204
318,41204
319,41204
320,41204
321,41144
322,41144
323,41144
324,41144
325,41094
326,41094
327,41094
328,41094
329,41094
330,41094
331,41042
332,41042
333,41042
334,41042
335,41042
336,41042
337,41042
338,40999
339,40999
340,40999
341,40999
342,40999
343,40999
344,40999
345,40982
346,40956
347,40920
348,40920
349,40920
350,40872
351,40699
352,40699
353,40699
354,40631
355,40631
356,40631
357,40631
358,40631
359,40631
360,40631
361,40631
362,40489
363,40489
364,40489
365,40489
366,40489
367,40489
368,40489
369,40489
370,40489
371,40489
372,40489
373,40489
374,40489
375,40489
376,40489
377,40489
378,40489
379,40421
380,40421
381,40421
382,40421
383,40421
384,40421
385,40421
386,40421
387,40411
388,40411
389,40318
390,40318
391,40308
392,40308
393,40308
394,40308
395,40308
396,40308
397,40284
398,40235
399,40235
400,40235
401,40235
402,40235
403,40235
404,40235
405,40235
406,40235
407,40235
408,40097
409,40097
410,40097
