GID,COD_RECORRIDO,NRO_SERIE,MATERIAL,CAPACIDAD,POINT,DEMANDA_POBLACION,DEMANDA
24203,A_DU_RM_CL_12,S/N 395,Plastico,3200,"-34.85304508414594,-56.27911560089896",52.9683763279655,17.260973012
27641,D_DU_RM_CL_08,S/N 396,Volúmen,0,"-34.84012727573026,-56.16263456946703",160.967315061708,1
24209,A_DU_RM_CL_12,S/N 398,Plastico,3200,"-34.8494633472121,-56.2845518157835",48.2547539685793,18.9470599079
24210,A_DU_RM_CL_12,S/N 399,Plastico,3200,"-34.85032353933791,-56.28683210303437",179.578700146531,5.0912815024
24216,A_DU_RM_CL_12,S/N 403,Plastico,3200,"-34.84929400779088,-56.28309487458598",29.5151383061898,30.9768399118
24218,A_DU_RM_CL_12,S/N 404,Metal,2400,"-34.84720579320279,-56.2844385452262",34.8778795580815,19.6604350495
24219,A_DU_RM_CL_12,S/N 405,Plastico,3200,"-34.84877676227714,-56.28226374803364",22.6216883353384,40.4163341273
24220,A_DU_RM_CL_12,S/N 406,Metal,2400,"-34.84722201560323,-56.282810210803625",86.0887214490318,7.9652046653
24225,A_DU_RM_CL_12,S/N 407,Metal,2400,"-34.84045113845098,-56.27713159945218",91.3597127706884,7.5056528192
24226,A_DU_RM_CL_12,S/N 408,Metal,2400,"-34.8388725859107,-56.275384310985125",40.9449218928533,16.7472363852
24227,A_DU_RM_CL_12,S/N 409,Plastico,3200,"-34.84069727137343,-56.27467117025202",42.2525231538758,21.6386063137
24228,A_DU_RM_CL_12,S/N 410,Plastico,3200,"-34.84182578281763,-56.27603119572838",147.637946950898,6.1927555427
24230,A_DU_RM_CL_12,S/N 411,Plastico,3200,"-34.84264772135694,-56.276981632829425",147.570374174346,6.1955912181
24231,A_DU_RM_CL_12,S/N 412,Plastico,3200,"-34.84465284871565,-56.27662323554244",26.4837407659406,34.5225292139
24232,A_DU_RM_CL_12,S/N 413,Volúmen,0,"-34.842352724152114,-56.27393339989235",39.1192240796817,1
23871,F_DU_RM_CL_02,F_02_102,Plastico,3200,"-34.8582815656362,-56.1187383289646",100.516069780835,9.0959158698
24641,A_DU_RM_CL_12,S/N 415,Plastico,3200,"-34.84975835064719,-56.279620881752145",37.9384557085814,24.0991810871
35525,D_DU_RM_CL_11,S/N 416,Volúmen,0,"-34.83204684833158,-56.16004745871035",70.4809946330896,1
26147,D_DU_RM_CL_10,S/N 417,Plastico,3200,"-34.813953095263656,-56.145544080043614",163.203901824971,5.6021069598
24153,A_DU_RM_CL_12,S/N 418,Metal,2400,"-34.849284461602274,-56.26527509597151",56.6290312014215,12.1088825143
26177,D_DU_RM_CL_10,S/N 419,Volúmen,0,"-34.81576558421803,-56.15420942330299",79.0774110044336,1
26180,D_DU_RM_CL_10,S/N 420,Volúmen,0,"-34.81565640634456,-56.15127768437423",106.764098669839,1
26183,D_DU_RM_CL_10,S/N 421,Volúmen,0,"-34.81599821460527,-56.15195878806514",64.8530586927767,1
24165,A_DU_RM_CL_12,S/N 422,Plastico,3200,"-34.84576401409327,-56.27525372593051",42.997010727895,21.2639366972
24166,A_DU_RM_CL_12,S/N 423,Plastico,3200,"-34.84777257866909,-56.27340033845141",86.8588958977162,10.5261033408
24167,A_DU_RM_CL_12,S/N 424,Plastico,3200,"-34.84842912805602,-56.27372025260665",83.0393207224375,11.010274486
24169,A_DU_RM_CL_12,S/N 425,Metal,2400,"-34.84644335958884,-56.27578365504613",39.5108983943218,17.3550669203
24184,A_DU_RM_CL_12,S/N 426,Metal,2400,"-34.84936363767106,-56.274615920158624",36.5764720868348,18.7474145698
35527,D_DU_RM_CL_11,S/N 427,Volúmen,0,"-34.83175090216934,-56.15695821327589",68.3140864595422,1
24190,A_DU_RM_CL_12,S/N 429,Metal,2400,"-34.85067486812182,-56.27849444734357",64.7312771700499,10.5932451157
24193,A_DU_RM_CL_12,S/N 430,Plastico,3200,"-34.850375347026976,-56.27398314943958",94.9098095819959,9.633205654
24207,A_DU_RM_CL_12,S/N 431,Plastico,3200,"-34.84889584790753,-56.28696975325229",45.6951542764515,20.0083735084
24211,A_DU_RM_CL_12,S/N 432,Plastico,3200,"-34.85119313591714,-56.28785159473693",21.9939365918449,41.5698986158
24221,A_DU_RM_CL_12,S/N 433,Metal,2400,"-34.84588348567513,-56.283448042002874",33.0789355165555,20.7296357941
24223,A_DU_RM_CL_12,S/N 434,Metal,2400,"-34.84401845550842,-56.281256837793755",118.677660245075,5.7779558874
24224,A_DU_RM_CL_12,S/N 435,Volúmen,0,"-34.84205384261931,-56.2790151282373",60.6254128623723,1
26301,A_DU_RM_CL_07,88 4020,Metal,2400,"-34.859227367397715,-56.21834666734234",107.130089494364,6.4007627451
26341,G_DU_RM_CL_08,S/N 89,Plastico,3200,"-34.78816267805538,-56.251556553012215",73.2154450094089,12.4876071458
26561,G_DU_RM_CL_08,S/N 100,Plastico,3200,"-34.787749880017316,-56.25488337685181",73.0859403266232,12.50973457
26641,D_DU_RM_CL_11,S/N 439,Volúmen,0,"-34.83426451702672,-56.156704208000875",166.798660053372,1
26642,D_DU_RM_CL_11,S/N 440,Volúmen,0,"-34.834336061818334,-56.157258578351154",135.849092528243,1
26661,D_DU_RM_CL_11,S/N 441,Volúmen,0,"-34.83449004332214,-56.15888096892201",104.853155428863,1
35531,D_DU_RM_CL_11,S/N 442,Volúmen,0,"-34.82905011039189,-56.157229549703935",51.1582970274666,1
35561,D_DU_RM_CL_11,S/N 444,Volúmen,0,"-34.827314293853924,-56.15873032633095",36.9051440690525,1
27001,D_DU_RM_CL_11,S/N 446,Volúmen,0,"-34.82934496773991,-56.15966637868564",108.019905355296,1
35562,D_DU_RM_CL_11,S/N 447,Volúmen,0,"-34.82692959596876,-56.15844908032322",33.4437040258298,1
35564,D_DU_RM_CL_11,S/N 448,Volúmen,0,"-34.82765356087212,-56.15986151282157",22.3530075732874,1
27321,D_DU_RM_CL_11,S/N 450,Volúmen,0,"-34.826073841212796,-56.16152840872811",45.4914817924912,1
25005,G_DU_RM_CL_08,S/N 78,Plastico,3200,"-34.791184537440955,-56.25062107603",56.8817554059856,16.0734440729
25013,G_DU_RM_CL_08,S/N 83,Plastico,3200,"-34.791336936424344,-56.257134322812455",33.2848136358358,27.4685544071
25014,G_DU_RM_CL_08,S/N 84,Plastico,3200,"-34.79054177438803,-56.25755046799967",17.331559632687,52.7526508671
25016,G_DU_RM_CL_08,S/N 87,Plastico,3200,"-34.78993206181482,-56.25149269841925",60.4906600168361,15.1144939406
25017,G_DU_RM_CL_08,S/N 88,Plastico,3200,"-34.78950684083955,-56.250954092037645",56.8045884382846,16.0952792622
25043,A_DU_RM_CL_13,S/N 451,Plastico,3200,"-34.86260348987625,-56.25771275182639",40.8583163013567,22.3769796959
25052,A_DU_RM_CL_13,S/N 452,Plastico,3200,"-34.85455809894594,-56.26653452411255",41.6623531595873,21.9451289941
25053,A_DU_RM_CL_13,S/N 453,Plastico,3200,"-34.85418985383153,-56.26663036206874",40.1101396454428,22.7943787373
25056,A_DU_RM_CL_13,S/N 454,Plastico,3200,"-34.85853599124212,-56.269920930954875",86.5872199977492,10.559130023
25058,A_DU_RM_CL_13,S/N 455,Plastico,3200,"-34.86119790179194,-56.269369547942325",52.4064750109525,17.4460448655
25154,A_DU_RM_CL_10,S/N 461,Volúmen,0,"-34.85228263116798,-56.24534000611888",125.93357362822,1
25156,A_DU_RM_CL_10,S/N 462,Volúmen,0,"-34.85182784787496,-56.2452112280928",109.890203980795,1
25159,A_DU_RM_CL_10,S/N 463,Volúmen,0,"-34.85229532964451,-56.244233710573624",170.857306402291,1
25163,C_DU_RM_CL_09,S/N 464,Volúmen,0,"-34.88639340226663,-56.18899416582984",60.6157699707994,1
25181,C_DU_RM_CL_15,S/N 35,Metal,2400,"-34.86589422855106,-56.17601234443807",46.8802728734417,14.6269260754
25321,C_DU_RM_CL_07,S/N 467,Metal,2400,"-34.874213440562684,-56.178570368469295",49.4129034313883,13.8772312108
25323,C_DU_RM_CL_07,S/N 468,Metal,2400,"-34.87226687081643,-56.18274587307869",77.152790661795,8.8877444333
25381,CH_DU_RM_CL_09,S/N 469,Plastico,3200,"-34.902366473254176,-56.12971717308659",66.9044609904203,13.6655418899
25407,A_DU_RM_CL_09,S/N 470,Plastico,3200,"-34.83096834206809,-56.24895308876544",199.61291989849,4.5802932734
25561,CH_DU_RM_CL_07,S/N 471,Plastico,3200,"-34.90747723678451,-56.14547282894815",106.008076816381,8.6246797578
25563,CH_DU_RM_CL_07,S/N 472,Metal,2400,"-34.91059416375982,-56.145397092330875",107.955987199812,6.3517948703
25522,CH_DU_RM_CL_09,S/N 473,Plastico,3200,"-34.90269197235853,-56.133710687301495",45.8422636333473,19.9441659687
25641,CH_DU_RM_CL_02,S/N 475,Metal,2400,"-34.91709935415555,-56.156296616403964",19.3485371883812,35.44010997
25741,A_DU_RM_CL_11,S/N 477,Metal,2400,"-34.833473039287256,-56.25836206115887",33.0744059728296,20.7324747201
26243,D_DU_RM_CL_09,S/N 479,Metal,2400,"-34.83085400754105,-56.14832194981253",77.0448836247319,8.9001923743
26267,D_DU_RM_CL_09,S/N 480,Metal,2400,"-34.82179828332943,-56.155170489597644",72.2148967596848,9.495468615
26302,CH_DU_RM_CL_08,S/N 481,Metal,2400,"-34.89601848451949,-56.14562915583688",42.0574145263727,16.3042425084
24785,CH_DU_RM_CL_05,CH_05_84,Plastico,3200,"-34.90424684520825,-56.159555777607544",145.494499853791,6.283988159
9528,E_DU_RM_CL_10,E_10_23,Plastico,3200,"-34.87355332022496,-56.09774396444322",218.363956987756,4.1869808869
24793,G_DU_RM_CL_08,G_08_12,Plastico,3200,"-34.807781841255526,-56.24579943818342",233.414258816749,3.9170088362
24795,G_DU_RM_CL_08,G_08_14,Plastico,3200,"-34.80548227276029,-56.24428476301956",244.3986710378,3.7409602532
24796,G_DU_RM_CL_08,G_08_15,Plastico,3200,"-34.80425427130224,-56.24295712399886",214.225005857573,4.2678757815
9732,A_DU_RM_CL_02,25918,Metal,2400,"-34.88281531432847,-56.26089739728201",102.116886814636,6.7149940338
9936,A_DU_RM_CL_02,A_02_17,Metal,2400,"-34.88340184181474,-56.25211595193288",119.099893956431,5.757471841
24804,G_DU_RM_CL_08,S/N 38,Plastico,3200,"-34.797792305175555,-56.240896904785416",44.1463048975685,20.7103565385
24813,G_DU_RM_CL_05,G_05_20,Metal,2400,"-34.82691779880581,-56.20652012873625",177.360703084374,3.8662131678
24817,CH_DU_RM_CL_01,CH_01_31,Metal,2400,"-34.92449550138284,-56.160303003159804",106.946897668819,6.4117267603
24830,CH_DU_RM_CL_01,CH_01_76,Plastico,3200,"-34.92109603858456,-56.16057845009777",177.419438238038,5.1532443309
24834,CH_DU_RM_CL_01,CH_01_83,Plastico,3200,"-34.91776569612947,-56.1573108552385",36.2107161768675,25.249037048
24835,CH_DU_RM_CL_01,CH_01_88,Plastico,3200,"-34.91972832455947,-56.15650625874809",109.696483179981,8.3346857418
24837,CH_DU_RM_CL_01,CH_01_93,Plastico,3200,"-34.91780609351722,-56.15891779199072",136.351985001358,6.7053348309
24922,D_DU_RM_CL_07,D_07_57,Metal,2400,"-34.87905422675916,-56.149478761280605",81.0199739915393,8.4635214248
24841,CH_DU_RM_CL_01,CH_01_100,Plastico,3200,"-34.9216124010301,-56.157772707648746",75.7836638560955,12.064416891
24842,CH_DU_RM_CL_01,CH_01_101,Metal,2400,"-34.921120871959,-56.15735547320695",85.361483839796,8.0330642682
24901,G_DU_RM_CL_08,S/N 40,Plastico,3200,"-34.79981280004519,-56.24352490656284",64.7489793550672,14.1204652705
24965,G_DU_RM_CL_08,G_08_38,Plastico,3200,"-34.796351424343385,-56.25755047780836",92.3110484549841,9.9044017979
24978,G_DU_RM_CL_09,G_08_50,Volúmen,0,"-34.79753651698922,-56.24338964044053",56.206747227582,1
24979,G_DU_RM_CL_08,S/N 56,Plastico,3200,"-34.796628739777724,-56.24222024606913",51.0453818863677,17.9112327207
24987,G_DU_RM_CL_08,666,Plastico,3200,"-34.80041742203214,-56.25186506174157",92.2672751918619,9.9091006252
24989,G_DU_RM_CL_08,675,Plastico,3200,"-34.79690974347703,-56.24862792295523",57.6221000911723,15.8669280161
24995,G_DU_RM_CL_08,692,Plastico,3200,"-34.79643034346926,-56.25124677929705",53.8753109041083,16.9704025637
24997,G_DU_RM_CL_08,659,Plastico,3200,"-34.79938287168479,-56.25204133169776",150.808686077878,6.0625534116
25021,D_DU_RM_CL_05,D_05_84,Plastico,3200,"-34.87215007201112,-56.14873133520641",105.037220546826,8.7043974462
25041,A_DU_RM_CL_13,S/N 483,Plastico,3200,"-34.86496533421312,-56.253846051986805",20.1392377144846,45.3982284358
25044,A_DU_RM_CL_13,S/N 484,Plastico,3200,"-34.864036256472,-56.26520824850371",48.1573247166754,18.9853925579
25045,A_DU_RM_CL_13,S/N 485,Plastico,3200,"-34.86432162032379,-56.2671745220357",79.7711683336267,11.4613554419
25046,A_DU_RM_CL_13,S/N 486,Plastico,3200,"-34.86232968308549,-56.26642533207216",87.6573771650202,10.4302198384
25048,A_DU_RM_CL_13,S/N 488,Plastico,3200,"-34.85765499181305,-56.2606363790657",92.9141201784578,9.8401159321
25050,A_DU_RM_CL_13,S/N 489,Plastico,3200,"-34.85736976901216,-56.26599445186757",61.6650402882129,14.8266458598
28021,D_DU_RM_CL_11,S/N 494,Volúmen,0,"-34.83101138426767,-56.16213823554868",127.371471220475,1
28161,D_DU_RM_CL_08,S/N 497,Volúmen,0,"-34.84202636137226,-56.159024449947125",28.0065281018123,1
28221,D_DU_RM_CL_08,S/N 503,Volúmen,0,"-34.84371476024064,-56.15663824919751",215.385770183806,1
28521,D_DU_RM_CL_08,S/N 505,Volúmen,0,"-34.83952322497047,-56.1592674310201",168.733985482167,1
28641,D_DU_RM_CL_08,S/N 506,Volúmen,0,"-34.8436438880826,-56.15340815819471",143.196281823827,1
28681,D_DU_RM_CL_08,S/N 507,Volúmen,0,"-34.836186061220346,-56.15193121324424",188.825709724305,1
29062,D_DU_RM_CL_13,905,Plastico,3200,"-34.82629014446785,-56.18214641782717",201.022100080845,4.5481850698
29067,D_DU_RM_CL_13,662,Plastico,3200,"-34.82611542445458,-56.17718300728992",213.135537583484,4.2896915486
29071,D_DU_RM_CL_13,927,Plastico,3200,"-34.824913698016395,-56.17530926752484",112.481435759236,8.1283254265
29075,D_DU_RM_CL_13,1012,Plastico,3200,"-34.823541745596,-56.17477234390499",61.9453846085777,14.759545365
29079,D_DU_RM_CL_13,1030,Plastico,3200,"-34.824698324658605,-56.17610650643287",55.0425897148125,16.6105141314
29080,D_DU_RM_CL_13,1028,Plastico,3200,"-34.82492691627484,-56.17796723158533",90.4681017882431,10.1061666622
29093,D_DU_RM_CL_13,884,Plastico,3200,"-34.82373341833143,-56.16039609628271",187.804183550738,4.8682925854
29095,D_DU_RM_CL_13,889,Plastico,3200,"-34.82363881765027,-56.15947954720161",130.226356611652,7.0207424831
29098,D_DU_RM_CL_13,S/N 521,Volúmen,0,"-34.82194321165667,-56.15676552086751",144.549160235613,1
29112,D_DU_RM_CL_13,S/N 522,Plastico,3200,"-34.82480588338766,-56.16598209847352",223.786921097281,4.085518983
29113,D_DU_RM_CL_13,1014,Plastico,3200,"-34.82501611856814,-56.16721863770935",346.840005712354,2.6360445716
29114,D_DU_RM_CL_13,638,Plastico,3200,"-34.82461561280282,-56.16861468792877",91.3052583599066,10.0135055824
29140,D_DU_RM_CL_13,S/N 525,Volúmen,0,"-34.82254200643574,-56.17239682055964",75.2912543383196,1
29141,D_DU_RM_CL_13,S/N 526,Volúmen,0,"-34.822613434498074,-56.17197443170862",107.368388778754,1
29153,D_DU_RM_CL_13,S/N 527,Volúmen,0,"-34.82142423907381,-56.1747440214273",63.2433262382766,1
29154,D_DU_RM_CL_13,S/N 528,Volúmen,0,"-34.81934655767156,-56.17499745031813",165.420411598547,1
29156,D_DU_RM_CL_13,S/N 529,Volúmen,0,"-34.819367755029404,-56.17291788303422",107.847240201344,1
35784,D_DU_RM_CL_10,S/N 111,Plastico,3200,"-34.819554543820864,-56.16021819287266",72.9357915829081,12.5354876453
35789,D_DU_RM_CL_10,S/N 531,Volúmen,0,"-34.81918834680185,-56.15867003861847",84.9915146110932,1
35810,D_DU_RM_CL_12,S/N 532,Volúmen,0,"-34.83557548686635,-56.168467694833936",40.4954842811641,1
29161,D_DU_RM_CL_13,S/N 533,Volúmen,0,"-34.821678732764084,-56.16904304879033",37.8083555501914,1
29170,D_DU_RM_CL_13,S/N 535,Volúmen,0,"-34.82067347693928,-56.168148791695195",92.6798867341035,1
25302,A_DU_RM_CL_16,S/N 536,Metal,2400,"-34.84160959291819,-56.26758084487823",107.393596910467,6.385057447
27341,D_DU_RM_CL_11,S/N 537,Volúmen,0,"-34.82600572374098,-56.16080413663939",39.4490330133121,1
27402,D_DU_RM_CL_11,S/N 538,Volúmen,0,"-34.8283839086726,-56.157567591986314",95.3604067521288,1
27723,D_DU_RM_CL_11,S/N 542,Volúmen,0,"-34.82641579218979,-56.15889249467867",26.4703692252345,1
28661,D_DU_RM_CL_08,S/N 545,Volúmen,0,"-34.835487398803004,-56.15317607221738",356.893495448064,1
28721,D_DU_RM_CL_08,S/N 546,Volúmen,0,"-34.837401470792415,-56.14968560883653",125.677156049248,1
28781,D_DU_RM_CL_08,S/N 548,Volúmen,0,"-34.8383781800782,-56.15010863909128",102.139761436848,1
28841,D_DU_RM_CL_08,S/N 549,Volúmen,0,"-34.836405337911344,-56.153670315754574",254.705449917388,1
28901,D_DU_RM_CL_08,S/N 550,Volúmen,0,"-34.83851953117412,-56.152217775171806",123.215147325493,1
28981,A_DU_RM_CL_14,S/N 551,Plastico,3200,"-34.870909254649206,-56.26720503077666",93.657167811261,9.7620474295
29001,D_DU_RM_CL_08,S/N 552,Volúmen,0,"-34.84037709171623,-56.15156331191151",113.952106487812,1
29015,D_DU_RM_CL_08,S/N 553,Volúmen,0,"-34.84146651085399,-56.15397714772331",136.081221084358,1
29016,D_DU_RM_CL_08,S/N 554,Volúmen,0,"-34.840679916116365,-56.15540256272359",165.885517459286,1
29020,D_DU_RM_CL_08,S/N 555,Volúmen,0,"-34.834116844304496,-56.15442414869376",185.24663484609,1
29051,D_DU_RM_CL_08,S/N 556,Volúmen,0,"-34.83669216135234,-56.14973436509933",79.7303812739438,1
29061,D_DU_RM_CL_13,904,Plastico,3200,"-34,827242326427545,-56,18310043248203",115.74423410681001,7.89919015268
29110,D_DU_RM_CL_13,1011,Plastico,3200,"-34.82434439244107,-56.16305069538176",97.8119192655329,9.3473854838
29111,D_DU_RM_CL_13,993,Plastico,3200,"-34.8246844715049,-56.16520909498143",273.693536973268,3.3405455035
29149,D_DU_RM_CL_13,S/N 563,Volúmen,0,"-34.820471458001485,-56.17203524958411",85.7616506901932,1
29150,D_DU_RM_CL_13,S/N 564,Volúmen,0,"-34.81996325570914,-56.17195129427956",112.323478494093,1
29169,D_DU_RM_CL_13,S/N 565,Volúmen,0,"-34.821486468237346,-56.16751406770405",42.106599936235,1
29701,D_DU_RM_CL_12,S/N 566,Volúmen,0,"-34.83126695442976,-56.17206520988074",82.6912430611909,1
29741,D_DU_RM_CL_12,S/N 567,Volúmen,0,"-34.83200791352613,-56.16811552168128",70.4742945995584,1
29761,D_DU_RM_CL_12,S/N 568,Volúmen,0,"-34.830179894808005,-56.170583630131816",90.3221880196668,1
29762,D_DU_RM_CL_12,S/N 569,Volúmen,0,"-34.830281381562024,-56.17215050819864",74.8496242553102,1
30222,E_DU_RM_CL_05,S/N 570,Metal,2400,"-34.891717173782816,-56.11480492203201",71.3448445229092,9.611266102
30246,E_DU_RM_CL_05,40571,Metal,2400,"-34.892614491010484,-56.111302257655616",137.319009158873,4.9935860295
30248,E_DU_RM_CL_05,S/N 572,Metal,2400,"-34.8954686671389,-56.119048057915144",102.113381759197,6.7152245269
30265,E_DU_RM_CL_11,S/N 573,Metal,2400,"-34.87245945725257,-56.05466031525925",69.2426768309903,9.9030585919
30266,E_DU_RM_CL_11,S/N 574,Metal,2400,"-34.870882001596044,-56.06925151738459",42.4929167604328,16.1371432698
30268,E_DU_RM_CL_11,S/N 575,Metal,2400,"-34.87176662495072,-56.063557727032965",125.957489208177,5.4440136115
30275,G_DU_RM_CL_04,S/N 577,Volúmen,0,"-34.82765040261582,-56.19991027220198",80.1515981037263,1
30302,B_DU_RM_CL_01,S/N 578,Metal,2400,"-34.89541553942188,-56.18943999880976",0.668876001323262,1025.1739999009
30324,E_DU_RM_CL_09,S/N 579,Metal,2400,"-34.884333842208775,-56.09228192479934",44.7749418100667,15.3146884841
23867,F_DU_RM_CL_02,F_02_98,Plastico,3200,"-34.85933264692192,-56.11977385232719",78.1738555493001,11.6955433228
7164,CH_DU_RM_CL_09,CH_09_16,Metal,2400,"-34.900499485313674,-56.13109659791005",88.3733499471271,7.7592881352
7195,CH_DU_RM_CL_09,CH_09_37,Plastico,3200,"-34.902041474588735,-56.13189621303809",118.774361715556,7.6976689336
7205,CH_DU_RM_CL_09,CH_09_36,Plastico,3200,"-34.902557577464805,-56.12806269811982",151.496036507542,6.0350470901
35575,D_DU_RM_CL_11,S/N 581,Volúmen,0,"-34.831128008589,-56.165207681445565",105.625753969682,1
26821,D_DU_RM_CL_12,S/N 582,Volúmen,0,"-34.83527435701397,-56.168261574768714",90.2667646804215,1
26882,D_DU_RM_CL_11,S/N 583,Volúmen,0,"-34.83220653028486,-56.16141840898466",97.4823355998008,1
26901,D_DU_RM_CL_11,S/N 584,Volúmen,0,"-34.832162444340625,-56.1609647102045",64.4149144335301,1
26943,D_DU_RM_CL_11,S/N 585,Volúmen,0,"-34.831517844045145,-56.154744734932635",106.861850674358,1
26982,D_DU_RM_CL_11,S/N 586,Volúmen,0,"-34.82927844873888,-56.158945595209225",64.4454725494753,1
35601,D_DU_RM_CL_05,S/N 587,Volúmen,0,"-34.87054684984146,-56.15568162538612",102.297610827762,1
27421,D_DU_RM_CL_11,S/N 588,Volúmen,0,"-34.829409961333006,-56.15742051806766",65.0078088261602,1
27481,D_DU_RM_CL_11,S/N 589,Volúmen,0,"-34.8324865765088,-56.15570603208835",144.60442931898,1
27501,D_DU_RM_CL_11,S/N 590,Volúmen,0,"-34.83384519688613,-56.15547431489907",81.165123339441,1
27581,D_DU_RM_CL_11,S/N 591,Volúmen,0,"-34.831204611745186,-56.15823114283034",186.499893902665,1
28041,D_DU_RM_CL_11,S/N 596,Volúmen,0,"-34.83299805609351,-56.161751387456796",180.540413967239,1
28302,D_DU_RM_CL_08,S/N 598,Volúmen,0,"-34.84416015645239,-56.15416010321367",80.4501871851988,1
28461,D_DU_RM_CL_08,S/N 600,Volúmen,0,"-34.83896890965798,-56.16156632736178",264.948033607762,1
35653,A_DU_RM_CL_12,S/N 601,Volúmen,0,"-34.84930996479808,-56.27937613318296",12.6971246784087,1
29014,D_DU_RM_CL_08,S/N 602,Volúmen,0,"-34.84194521346111,-56.15312117861085",133.343981084683,1
29041,D_DU_RM_CL_08,S/N 604,Volúmen,0,"-34.833703651712625,-56.14528896579194",105.282533718747,1
29045,D_DU_RM_CL_08,S/N 605,Volúmen,0,"-34.83598571988737,-56.14714598845411",73.4497493816781,1
29050,D_DU_RM_CL_08,S/N 606,Volúmen,0,"-34.83588960965615,-56.15030077522492",156.543255657321,1
29090,D_DU_RM_CL_13,1048,Plastico,3200,"-34.823428327965026,-56.16455595026919",109.145690562859,8.376745885
29097,D_DU_RM_CL_13,S/N 610,Volúmen,0,"-34.82228761846965,-56.159169607209385",136.813728038019,1
29121,D_DU_RM_CL_13,S/N 611,Plastico,3200,"-34.82392243349938,-56.170448833256295",50.9189750040762,17.9556975413
29122,D_DU_RM_CL_13,S/N 612,Plastico,3200,"-34.824688708960736,-56.17094131590469",148.496445894275,6.1569535135
29128,D_DU_RM_CL_13,S/N 614,Volúmen,0,"-34.82211825282004,-56.176850902490905",96.2806871335869,1
29129,D_DU_RM_CL_13,S/N 615,Volúmen,0,"-34.822957245635735,-56.177495193275014",133.979181360063,1
29130,D_DU_RM_CL_13,S/N 616,Volúmen,0,"-34.824056341364816,-56.178383533731854",126.579239155969,1
29133,D_DU_RM_CL_13,S/N 617,Volúmen,0,"-34.82395312049033,-56.179661648684764",80.0256277135756,1
29148,D_DU_RM_CL_13,S/N 618,Volúmen,0,"-34.82112274837396,-56.17152899741549",169.278056375062,1
29151,D_DU_RM_CL_13,S/N 619,Volúmen,0,"-34.81992527234627,-56.173309880285316",116.229547796348,1
25061,A_DU_RM_CL_13,S/N 620,Plastico,3200,"-34.86587536110163,-56.26842578248661",148.488977531797,6.157263182
25068,C_DU_RM_CL_12,C_12_75,Metal,2400,"-34.88495767932446,-56.174108159152205",80.1865080268318,8.5514920476
25126,A_DU_RM_CL_11,S/N 621,Metal,2400,"-34.8455429095565,-56.24827951894698",52.9693822966413,12.9454839
25221,A_DU_RM_CL_15,S/N 622,Metal,2400,"-34.80203943053376,-56.34778599095315",156.313387326614,4.3867917997
25128,A_DU_RM_CL_11,S/N 623,Metal,2400,"-34.84528738017164,-56.248759775645084",77.3708030272992,8.8627009012
25129,A_DU_RM_CL_11,S/N 624,Metal,2400,"-34.84508588807396,-56.24910590879056",100.005343316429,6.8567764779
25303,A_DU_RM_CL_16,S/N 631,Metal,2400,"-34.84260293388526,-56.26711838894338",56.3503284096143,12.1687717724
25153,A_DU_RM_CL_10,S/N 636,Volúmen,0,"-34.85234933629747,-56.24536788234988",134.399079492133,1
25157,A_DU_RM_CL_10,S/N 637,Volúmen,0,"-34.851351795541625,-56.24607012529217",140.52916336408,1
25158,A_DU_RM_CL_10,S/N 638,Volúmen,0,"-34.85210829504146,-56.24625787353112",196.390673132481,1
25202,A_DU_RM_CL_11,S/N 639,Metal,2400,"-34.84545510084012,-56.251361552801775",122.117720050482,5.6151906982
25222,A_DU_RM_CL_15,S/N 640,Metal,2400,"-34.80205514880366,-56.347799146290534",157.04113797154,4.3664627917
25224,A_DU_RM_CL_15,S/N 641,Metal,2400,"-34.802073976161765,-56.347808483101744",157.510197798631,4.3534596191
25227,A_DU_RM_CL_15,S/N 642,Metal,2400,"-34.80211648765414,-56.34785747084013",160.326356767588,4.276990381
25228,A_DU_RM_CL_15,S/N 643,Metal,2400,"-34.80203799798185,-56.347810663503346",157.859875544461,4.3438162063
25229,A_DU_RM_CL_15,S/N 644,Metal,2400,"-34.80202700434331,-56.34780316201312",157.449517060219,4.355137434
25230,A_DU_RM_CL_15,S/N 645,Metal,2400,"-34.80202121681505,-56.347788789923875",156.583965573534,4.3792113912
25235,A_DU_RM_CL_15,S/N 646,Metal,2400,"-34.802044712030806,-56.34781499888984",158.094545836628,4.3373683898
25341,CH_DU_RM_CL_08,S/N 648,Metal,2400,"-34.895382685107464,-56.14317294158456",87.50387992631,7.8363872127
25361,CH_DU_RM_CL_08,S/N 649,Metal,2400,"-34.896586944698065,-56.143124454851836",72.3513835738392,9.4775559477
25401,A_DU_RM_CL_09,S/N 650,Plastico,3200,"-34.83066155524899,-56.25084839652567",212.204360106606,4.3085152154
25403,CH_DU_RM_CL_09,S/N 651,Metal,2400,"-34.901196533555265,-56.138211733186985",64.8198526437339,10.578769586
25421,CH_DU_RM_CL_09,S/N 652,Plastico,3200,"-34.90981907721199,-56.13702224859073",62.5058120301334,14.6272112079
25441,CH_DU_RM_CL_09,S/N 653,Metal,2400,"-34.910019854050056,-56.137522681050164",49.0937890080838,13.967434569
25461,CH_DU_RM_CL_09,S/N 654,Plastico,3200,"-34.90920060269655,-56.13544883528043",96.4080349219502,9.4835011939
25625,CH_DU_RM_CL_02,S/N 656,Plastico,3200,"-34.911375681529094,-56.158907318455505",119.358557399389,7.659993001
