GID,COD_RECORRIDO,NRO_SERIE,MATERIAL,CAPACIDAD,POINT,DEMANDA_POBLACION,DEMANDA
12249,D_DU_RM_CL_02,D_02_64,Metal,2400,"-34.847242114301935,-56.16166551034863",136.455392142753,5.0251901002
12250,D_DU_RM_CL_02,D_02_61,Metal,2400,"-34.84569990169497,-56.1634668908941",123.865601457691,5.5359541119
12252,D_DU_RM_CL_02,D_02_9,Metal,2400,"-34.854212989370865,-56.162069570019085",57.1326423577092,12.0021454884
12253,D_DU_RM_CL_02,D_02_12,Metal,2400,"-34.85659087386256,-56.16405261999147",65.3314203115578,10.495934153
12254,D_DU_RM_CL_02,D_02_51,Metal,2400,"-34.85001723429084,-56.170558415917526",86.8177403425256,7.8983198942
12255,D_DU_RM_CL_02,D_02_23,Metal,2400,"-34.85236225102723,-56.17028762513796",115.079302593131,5.9586239251
12256,D_DU_RM_CL_02,D_02_26,Metal,2400,"-34.85333085746022,-56.16717551031363",205.535983697168,3.3362249927
12259,D_DU_RM_CL_02,D_02_27,Metal,2400,"-34.853013867910946,-56.16690172807094",119.870048384805,5.7204805951
12260,E_DU_RM_CL_14,E_14_74,Metal,2400,"-34.88930275724175,-56.06722399176754",26.7443313243632,25.6396122751
12262,E_DU_RM_CL_14,E_14_36,Metal,2400,"-34.88888957814958,-56.05384602179852",45.618708471368,15.0314269889
12263,E_DU_RM_CL_14,E_14_41,Metal,2400,"-34.88707703635641,-56.0598499939359",20.0026132315793,34.2812350454
12264,E_DU_RM_CL_14,E_14_42,Metal,2400,"-34.88705551633194,-56.059894988161524",19.4535583139652,35.2487845487
12265,E_DU_RM_CL_14,E_14_51,Metal,2400,"-34.88767446716693,-56.054635136985404",52.3240801085009,13.1051379077
12266,E_DU_RM_CL_14,E_14_64,Volúmen,0,"-34.89068963728508,-56.06797447384717",56.8773135252063,1
12267,E_DU_RM_CL_14,E_14_60,Metal,2400,"-34.888184260234326,-56.06400291510611",29.2748066844574,23.4233582857
12269,E_DU_RM_CL_16,E_16_11,Metal,2400,"-34.876083089272996,-56.04692493027287",40.0551811422248,17.1192406615
12270,E_DU_RM_CL_16,E_16_7,Plastico,3200,"-34.875512898191985,-56.04025766735951",22.8081747394792,40.0858781875
12272,E_DU_RM_CL_16,E_16_8,Metal,2400,"-34.87564612648657,-56.04221717869771",24.245120538894,28.2825686354
12273,E_DU_RM_CL_16,E_16_12,Metal,2400,"-34.876250595082226,-56.04877564824239",37.963560654645,18.0624333938
12275,E_DU_RM_CL_14,E_14_94,Metal,2400,"-34.89561970432769,-56.06436152400038",38.532364463306,17.7958008875
12276,E_DU_RM_CL_14,E_14_90,Metal,2400,"-34.895730165295426,-56.06299918383665",66.4081646442935,10.3257527051
12277,E_DU_RM_CL_14,E_14_97,Metal,2400,"-34.89450474352351,-56.06240084698156",69.2187088118566,9.9064876749
12278,E_DU_RM_CL_14,E_14_96,Metal,2400,"-34.89413234981339,-56.06347594675905",40.8275233091897,16.7953926698
12279,E_DU_RM_CL_14,E_14_88,Plastico,3200,"-34.893832234559326,-56.06595049891279",39.0415810664927,23.4182553398
12280,E_DU_RM_CL_14,E_14_99,Metal,2400,"-34.898520894958146,-56.064035517411156",26.0173217352764,26.3560674189
12282,E_DU_RM_CL_14,E_14_89,Metal,2400,"-34.89460629654582,-56.064994373112086",88.5478551847558,7.7439965574
12283,E_DU_RM_CL_14,E_14_91,Metal,2400,"-34.89619488479013,-56.061616878701024",26.6193751282615,25.7599692859
12284,E_DU_RM_CL_16,E_16_74,Metal,2400,"-34.87863971599292,-56.04471781393344",61.5665751361545,11.1377688981
12286,E_DU_RM_CL_16,E_16_49,Metal,2400,"-34.872105846241816,-56.04125249935798",9.50259211583591,72.1607617538
12288,E_DU_RM_CL_16,E_16_20,Metal,2400,"-34.872331796224124,-56.04984562578742",38.4648565362092,17.8270334914
12289,E_DU_RM_CL_16,E_16_41,Volúmen,0,"-34.87322138020271,-56.04369730652961",12.4549795164192,1
12291,E_DU_RM_CL_16,E_16_24,Metal,2400,"-34.87128573475829,-56.04821414758618",7.37452537055948,92.9841923728
12293,E_DU_RM_CL_16,E_16_37,Volúmen,0,"-34.86979381685219,-56.04839972012508",42.7484508675088,1
12294,E_DU_RM_CL_16,E_16_5,Plastico,3200,"-34.875769276519236,-56.039761627117436",43.7076114178987,20.9182264742
12296,E_DU_RM_CL_16,E_16_72,Metal,2400,"-34.87663980289039,-56.044959788322096",23.8432660453498,28.7592431511
12297,E_DU_RM_CL_16,E_16_58,Metal,2400,"-34.88041221262402,-56.03622798349149",16.5993497216542,41.3097077423
12298,E_DU_RM_CL_16,E_16_59,Metal,2400,"-34.880083724476904,-56.03687741026169",17.121637127671,40.0495747341
12300,D_DU_RM_CL_06,D_06_58,Plastico,3200,"-34.86843233382238,-56.14144264065304",255.488379209465,3.5785804314
12304,C_DU_RM_CL_01,408,Plastico,3200,"-34.87350933102409,-56.20135457756233",120.274138871038,7.6016816488
12305,G_DU_RM_CL_02,G_02_36,Metal,2400,"-34.844273024018825,-56.21096670038843",62.7631517133461,10.9254278505
12306,G_DU_RM_CL_02,G_02_34,Volúmen,0,"-34.8428151192407,-56.20954717557605",55.5364295263599,1
12309,D_DU_RM_CL_02,D_02_29,Metal,2400,"-34.85207730608636,-56.16642244689381",141.635124631552,4.8414140736
12310,D_DU_RM_CL_02,D_02_35,Metal,2400,"-34.855060969354334,-56.16888541846989",163.394749666399,4.1966727029
12313,D_DU_RM_CL_02,S/N 166,Plastico,3200,"-34.84246498107469,-56.16561704246301",94.1742860088239,9.7084432814
12315,E_DU_RM_CL_16,E_16_102,Metal,2400,"-34.8788376889054,-56.03698556519639",18.7248038854929,36.6206391216
12318,D_DU_RM_CL_02,D_02_84,Metal,2400,"-34.841777342789214,-56.165113301860174",22.2831014857371,30.7728386084
12319,D_DU_RM_CL_02,D_02_103,Metal,2400,"-34.84702581369302,-56.15675224103169",82.8004622559132,8.2815272648
12321,C_DU_RM_CL_01,19381,Metal,2400,"-34.866986896997716,-56.21093478623655",95.8811778741032,7.1517090311
12322,C_DU_RM_CL_01,s/n,Plastico,3200,"-34.86728742032493,-56.21068880762308",80.0052209506154,11.4278256272
12323,C_DU_RM_CL_01,C_01_85,Metal,2400,"-34.8692480660827,-56.21345085678963",117.870938986884,5.8175008328
12325,C_DU_RM_CL_01,22394,Metal,2400,"-34.872022948737424,-56.20247083038104",46.8430951794673,14.638534945
12326,C_DU_RM_CL_01,2347,Metal,2400,"-34.86905870689834,-56.20535751676968",77.9456097540308,8.7973432741
12327,C_DU_RM_CL_01,26276,Metal,2400,"-34.868608843365664,-56.207356186998446",66.5632339497579,10.3016972738
12328,C_DU_RM_CL_01,8008228,Metal,2400,"-34.867481456490985,-56.207068818454694",78.2462339128166,8.763543642
12329,C_DU_RM_CL_01,18221,Metal,2400,"-34.86942759646661,-56.2178926343012",90.476324337269,7.5789361553
12330,E_DU_RM_CL_16,E_16_99,Metal,2400,"-34.87796153498962,-56.03848501831193",60.0023667891082,11.4281206294
12331,C_DU_RM_CL_01,19724,Metal,2400,"-34.86912334193863,-56.217504423326524",116.851284082694,5.8682648727
12332,C_DU_RM_CL_01,2810,Metal,2400,"-34.8708871073513,-56.21663062027842",82.0105421194102,8.3612943896
12334,C_DU_RM_CL_01,25809,Metal,2400,"-34.86927708259584,-56.20772276658208",82.9684706389502,8.2647574486
12335,C_DU_RM_CL_01,4982,Metal,2400,"-34.87003150945074,-56.20438513415031",63.4850784943432,10.8011882788
12337,C_DU_RM_CL_01,32304,Plastico,3200,"-34.86763746661139,-56.215737815141544",75.5480416945521,12.1020438621
12338,C_DU_RM_CL_01,22453,Metal,2400,"-34.86578249132209,-56.2130137048086",29.4748811764612,23.2643613255
12339,C_DU_RM_CL_01,12942,Plastico,3200,"-34.863535562581454,-56.21095764666634",49.3423248714386,18.52944134
12342,C_DU_RM_CL_01,C_01_91,Metal,2400,"-34.871721997064434,-56.21422614697064",88.7285308951038,7.728227649
12344,C_DU_RM_CL_01,C_01_103,Metal,2400,"-34.87302456724876,-56.21097669057455",145.071402310728,4.7267364539
12345,C_DU_RM_CL_01,C_01_95,Metal,2400,"-34.8705402517807,-56.21071750303924",77.0189092101873,8.9031939396
12347,C_DU_RM_CL_01,C_01_75,Metal,2400,"-34.86867045472552,-56.21533691693341",101.777087523443,6.737413129
12348,C_DU_RM_CL_01,C_01_94,Metal,2400,"-34.870974871613996,-56.21216957522403",71.842738473698,9.5446568475
12350,C_DU_RM_CL_01,22511,Metal,2400,"-34.87275205658917,-56.20570962819861",59.015822829737,11.6191599614
12351,C_DU_RM_CL_01,19820,Metal,2400,"-34.87178043156691,-56.20723729942566",48.8168851263423,14.0466620093
12353,C_DU_RM_CL_01,12337,Metal,2400,"-34,86452872122746,-56,212787212327584",99.77024623657074,6.87293368093
12354,C_DU_RM_CL_01,12319,Metal,2400,"-34.864399140592454,-56.212725122982505",64.5773345212014,10.6184978181
12355,C_DU_RM_CL_01,14886,Metal,2400,"-34.87064784351153,-56.20867635409332",43.1897743694076,15.8767739755
12357,C_DU_RM_CL_01,C_01_100,Metal,2400,"-34.871287757798115,-56.21388910429546",87.1325557474233,7.8697827676
12358,C_DU_RM_CL_01,C_01_78,Metal,2400,"-34.8664660187339,-56.2127534360088",58.1561096644941,11.7909242841
12359,C_DU_RM_CL_01,8,Plastico,3200,"-34.86465632416414,-56.210700979011676",87.3233038367276,10.4701227979
12361,C_DU_RM_CL_01,C_01_77,Metal,2400,"-34.867060356631036,-56.213455047753015",61.2450993740604,11.1962310899
12362,C_DU_RM_CL_01,21541,Metal,2400,"-34.86961244326291,-56.20866780119564",94.9930597716739,7.2185724658
12363,C_DU_RM_CL_01,12387,Metal,2400,"-34.86393648898384,-56.21178368395917",63.6366101305799,10.7754684655
12365,C_DU_RM_CL_01,C_01_72,Metal,2400,"-34.870011252715884,-56.216938490858496",127.314959482368,5.3859679059
12366,C_DU_RM_CL_01,12230,Metal,2400,"-34.87217816823143,-56.21583616090396",113.989900115107,6.0155705464
12368,C_DU_RM_CL_01,12985,Plastico,3200,"-34.87059368708586,-56.20771131938483",81.5874001664455,11.2062121409
12369,C_DU_RM_CL_01,C_01_88,Metal,2400,"-34.87073665873253,-56.215633494991195",86.0602908128337,7.9678360279
12370,C_DU_RM_CL_01,26075,Metal,2400,"-34.86929249246806,-56.20965077266048",87.7942600260424,7.8104683098
12372,C_DU_RM_CL_01,4602,Metal,2400,"-34.87283986929793,-56.205052590093715",46.9612985005584,14.6016892124
12373,C_DU_RM_CL_01,2821,Metal,2400,"-34.863775819858,-56.213442947639294",11.370140305752,60.3083398511
12374,C_DU_RM_CL_01,C_01_83,Metal,2400,"-34.86810412420438,-56.21366145446571",107.573864501472,6.3743576462
12376,C_DU_RM_CL_01,C_01_84,Metal,2400,"-34.86845666351223,-56.214090792171305",83.9356969355174,8.1695191766
12379,C_DU_RM_CL_01,40191,Metal,2400,"-34.867253557346636,-56.20905267169896",64.3809511720847,10.650887774
12380,C_DU_RM_CL_01,40080,Metal,2400,"-34.87127548318652,-56.20346152174084",55.2149276735479,12.4190017918
12382,C_DU_RM_CL_01,C_01_97,Metal,2400,"-34.86948114485089,-56.211318425238275",153.471394660379,4.4680266784
12383,C_DU_RM_CL_01,40439,Metal,2400,"-34.86608991612206,-56.209571696831546",68.5561148399387,10.0022337514
12388,C_DU_RM_CL_01,814,Metal,2400,"-34.87425382548693,-56.20296019893175",46.8428405087404,14.6386145304
12389,C_DU_RM_CL_01,12582,Metal,2400,"-34.862543046490316,-56.21218291047398",7.18026258427987,95.4998898251
12390,C_DU_RM_CL_01,40423,Metal,2400,"-34.86328454790785,-56.21317167158973",4.83288251962263,141.8851550664
12391,E_DU_RM_CL_16,E_16_81,Metal,2400,"-34.879514031847926,-56.043880561760595",21.1033752437078,32.4931096469
12392,E_DU_RM_CL_16,E_16_87,Metal,2400,"-34.883169208302526,-56.04164523049122",6.66146611016852,102.9374426551
12394,E_DU_RM_CL_16,E_16_83,Volúmen,0,"-34.88198210864966,-56.04538711755906",25.1730749669202,1
12395,E_DU_RM_CL_16,E_16_26,Metal,2400,"-34.874330730624095,-56.04785329756592",10.5527523143236,64.9796626785
12397,E_DU_RM_CL_16,E_16_77,Volúmen,0,"-34.87700989164775,-56.0434227651433",44.2978455152073,1
12399,E_DU_RM_CL_16,E_16_21,Metal,2400,"-34.87161091263078,-56.049908627567156",87.1497304668469,7.8682318584
12401,E_DU_RM_CL_11,E_11_96,Metal,2400,"-34.87265733399586,-56.05459038774959",48.1966175835509,14.2274358678
12402,C_DU_RM_CL_05,C_05_22,Metal,2400,"-34.85867916617222,-56.17656936947178",42.0901162548949,16.2915749997
12403,C_DU_RM_CL_05,C_05_24,Metal,2400,"-34.85832737926799,-56.17550082028281",25.1326138029643,27.2838428621
12404,E_DU_RM_CL_14,E_14_78,Metal,2400,"-34.88840855983926,-56.06522424074746",28.0566663539902,24.4403336114
12405,E_DU_RM_CL_14,E_14_80,Metal,2400,"-34.890659112009395,-56.071868850507634",15.8867543935536,43.1626415772
12406,E_DU_RM_CL_14,E_14_15,Metal,2400,"-34.89170298616508,-56.057314180145035",51.0513770478174,13.4318470013
12407,E_DU_RM_CL_14,E_14_14,Plastico,3200,"-34.890583747771785,-56.057901471865314",25.6354548757179,35.664891406
12408,E_DU_RM_CL_14,E_14_29,Metal,2400,"-34.88772145665072,-56.05505232943917",39.0883860838601,17.5426604783
12409,E_DU_RM_CL_14,E_14_8,Metal,2400,"-34.892760387667344,-56.063049224807756",57.491600355691,11.9272081743
12414,E_DU_RM_CL_14,E_14_1,Volúmen,0,"-34.89278152445207,-56.06688973125275",36.2905523370818,1
12415,C_DU_RM_CL_01,C_01_86,Metal,2400,"-34.8696702050031,-56.214037639030735",112.528815085891,6.0936772967
12416,C_DU_RM_CL_01,8008586,Metal,2400,"-34.86639062122656,-56.214788568530984",53.1374039352788,12.9045499955
12418,C_DU_RM_CL_01,C_01_89,Metal,2400,"-34.8711174266291,-56.21618740631671",74.9215862354151,9.1524261587
12419,C_DU_RM_CL_01,C_01_80,Metal,2400,"-34.86803325647132,-56.211190793817984",58.6622819176021,11.6891853385
12421,C_DU_RM_CL_01,C_01_82,Metal,2400,"-34.867755694639115,-56.212807711958526",70.0226374889541,9.792751463
12425,D_DU_RM_CL_03,D_03_22,Metal,2400,"-34.85512148247008,-56.15630241530791",91.8943882548184,7.4619821595
12429,D_DU_RM_CL_03,D_03_78,Metal,2400,"-34.855088610481815,-56.14936712162885",54.2358303453077,12.6431969668
12431,D_DU_RM_CL_03,D_03_80,Metal,2400,"-34.851799788766066,-56.148398109895695",39.4285585295373,17.3913100374
12432,D_DU_RM_CL_03,D_03_82,Metal,2400,"-34.8512970525054,-56.1482493539471",34.9529405738685,19.6182145037
12434,E_DU_RM_CL_14,E_14_28,Metal,2400,"-34.88851369564005,-56.05608839080817",19.4204636777033,35.3088524092
12436,C_DU_RM_CL_04,C_04_91,Metal,2400,"-34.84983335003759,-56.18662393919579",62.9221288966496,10.8978239888
12438,E_DU_RM_CL_14,E_14_27,Volúmen,0,"-34.88879049344949,-56.05684091033192",16.5846644283637,1
12440,E_DU_RM_CL_14,E_14_87,Metal,2400,"-34.895995041570536,-56.06598349143624",55.4607101670287,12.3639651142
12441,C_DU_RM_CL_04,C_04_45,Metal,2400,"-34.85516352302272,-56.191829466927466",61.2151866267443,11.2017021184
12442,C_DU_RM_CL_04,C_04_86,Metal,2400,"-34.849065597676336,-56.189867687093646",107.588099301725,6.3735142657
12445,C_DU_RM_CL_04,C_04_67,Metal,2400,"-34.850709490851244,-56.193803277616034",79.8929940256491,8.582908853
12447,C_DU_RM_CL_04,C_04_70,Metal,2400,"-34.85215470736276,-56.19196892371465",47.3631448519493,14.4778031074
12448,C_DU_RM_CL_04,C_04_102,Metal,2400,"-34.848735938816965,-56.191191624729484",71.2148211858226,9.6288142594
12450,C_DU_RM_CL_04,C_04_94,Metal,2400,"-34.85118180479519,-56.190582272291785",57.2143105589672,11.9850135222
12451,C_DU_RM_CL_04,C_04_77,Plastico,3200,"-34.85374508465562,-56.19130927159814",78.6335182110163,11.6271754728
12456,C_DU_RM_CL_04,C_04_74,Metal,2400,"-34.85244537912345,-56.19439910434945",187.231571040042,3.6623860063
12457,C_DU_RM_CL_04,C_04_96,Metal,2400,"-34.848279799867655,-56.19057464287567",124.35564572039,5.514138757
12460,C_DU_RM_CL_04,C_04_98,Plastico,3200,"-34.848452309004315,-56.192601503305866",57.7419287696562,15.834000245
12462,C_DU_RM_CL_04,C_04_50,Metal,2400,"-34.85709941592887,-56.192892713874365",563.234895567795,1.2174570346
12463,C_DU_RM_CL_04,C_04_46,Metal,2400,"-34.85556591876568,-56.19107784758893",33.1881867337088,20.6613965149
12465,C_DU_RM_CL_04,C_04_69,Metal,2400,"-34.85202018441901,-56.19274895788086",106.554861069452,6.4353167827
12466,C_DU_RM_CL_04,C_04_82,Plastico,3200,"-34.851481321070565,-56.190676064726205",47.6683642976891,19.1801360872
12468,C_DU_RM_CL_04,C_04_66,Metal,2400,"-34.84972469227344,-56.193352735320595",133.091437260359,5.1522043779
12469,C_DU_RM_CL_04,C_04_84,Metal,2400,"-34.84973394833223,-56.19175013358302",83.4287199290293,8.2191634523
12471,C_DU_RM_CL_04,C_04_81,Plastico,3200,"-34.85189715899435,-56.18994293601098",34.7136387419986,26.3379394215
12472,C_DU_RM_CL_04,C_04_99,Plastico,3200,"-34.84794490556128,-56.193168781923774",23.453909107464,38.9822314948
12473,C_DU_RM_CL_04,C_04_30,Plastico,3200,"-34.85466706294318,-56.185948027812",59.6074045291629,15.3384587285
12474,C_DU_RM_CL_04,C_04_24,Metal,2400,"-34.85708238922074,-56.18435083151878",73.4108068708124,9.3407812139
12475,C_DU_RM_CL_04,S/N 151,Plastico,3200,"-34.8528302144084,-56.18656049315332",100.285798805774,9.1168014332
12476,C_DU_RM_CL_04,C_04_7,Metal,2400,"-34.850619083175054,-56.18567597502831",38.5318789201787,17.7960251338
12477,C_DU_RM_CL_04,C_04_21,Metal,2400,"-34.85476145570719,-56.18494826772129",57.6786901605349,11.888520419
12478,C_DU_RM_CL_04,C_04_10,Metal,2400,"-34.8539176946958,-56.18699229833651",87.8231664021775,7.8078975492
12480,C_DU_RM_CL_04,C_04_53,Metal,2400,"-34.85517853445831,-56.18986648343098",110.095469618949,6.2283606046
12484,D_DU_RM_CL_03,D_03_77,Metal,2400,"-34.855612067200894,-56.14810195178888",175.900035316218,3.8983180673
12486,D_DU_RM_CL_03,D_03_90,Metal,2400,"-34.85421976444042,-56.14521269628938",129.129213335356,5.3102955404
12490,D_DU_RM_CL_03,D_03_88,Metal,2400,"-34.852438411592296,-56.146161692668045",59.3791524878093,11.5480645477
12491,D_DU_RM_CL_03,D_03_89,Metal,2400,"-34.852799706030595,-56.14555951428772",63.6259642579805,10.7772714129
12492,D_DU_RM_CL_03,D_03_92,Plastico,3200,"-34.85464732460183,-56.14439400155825",78.9212827646695,11.5847802045
12493,D_DU_RM_CL_03,D_03_79,Metal,2400,"-34.85228922057753,-56.148543424706844",87.419841408658,7.8439204952
12496,D_DU_RM_CL_03,D_03_74,Volúmen,0,"-34.854572918130394,-56.14615885073121",79.6750842906016,1
12497,D_DU_RM_CL_03,D_03_85,Metal,2400,"-34.854078810574485,-56.14823545678468",68.3765159665553,10.0285057819
12498,D_DU_RM_CL_03,D_03_48,Metal,2400,"-34.8493990906084,-56.15481425769481",137.589105359917,4.9837833012
12499,D_DU_RM_CL_06,D_06_92,Metal,2400,"-34.862732408771755,-56.150286736000105",105.886933819305,6.4759103034
12500,D_DU_RM_CL_06,D_06_99,Volúmen,0,"-34.85852056526627,-56.14631526034148",206.506764364119,1
12501,D_DU_RM_CL_06,D_06_103,Metal,2400,"-34.85848352598001,-56.144893512212406",125.685425375268,5.4557979469
12502,D_DU_RM_CL_06,D_06_102,Metal,2400,"-34.85673715532649,-56.144036445219776",107.089534973967,6.4031866968
12503,D_DU_RM_CL_06,D_06_104,Metal,2400,"-34.85770162889118,-56.1439826966335",64.5765062424002,10.6186340144
12504,D_DU_RM_CL_06,D_06_83,Plastico,3200,"-34.86098168819796,-56.147515089340885",84.6379514288579,10.8023138421
12505,D_DU_RM_CL_06,D_06_84,Metal,2400,"-34.861583609487,-56.14848253083331",59.6830327887448,11.4892667761
12507,D_DU_RM_CL_06,D_06_100,Metal,2400,"-34.857380704896784,-56.14579101039923",125.079242154333,5.4822388904
12508,D_DU_RM_CL_06,D_06_101,Metal,2400,"-34.8573088022147,-56.145824572388996",135.511579277915,5.0601896116
12509,D_DU_RM_CL_06,D_06_91,Metal,2400,"-34.859751638095226,-56.149562557301",171.833321368075,3.9905780803
12511,D_DU_RM_CL_06,D_06_98,Metal,2400,"-34.85785206900938,-56.14742704823359",152.658881941605,4.4918073354
12513,D_DU_RM_CL_06,D_06_93,Metal,2400,"-34.86152226694746,-56.15131659127923",39.276306104901,17.4587264872
12514,D_DU_RM_CL_06,D_06_76,Plastico,3200,"-34.86119104652727,-56.14315975730078",114.074792248367,8.014791842
12515,D_DU_RM_CL_06,D_06_80,Metal,2400,"-34.861498823672775,-56.146678322427256",89.8067103611862,7.6354459812
12517,D_DU_RM_CL_06,D_06_79,Metal,2400,"-34.8610592658181,-56.1457201582631",161.292825785106,4.2513625908
12518,D_DU_RM_CL_06,D_06_73,Plastico,3200,"-34.86212890122598,-56.14516815285391",84.3938215657337,10.8335621888
12521,D_DU_RM_CL_06,D_06_95,Metal,2400,"-34.85891997067562,-56.15055567486738",43.5376728355727,15.7499067142
11663,E_DU_RM_CL_04,E_04_36,Volúmen,0,"-34.89244209081204,-56.11905525935073",140.870186472979,1
11664,E_DU_RM_CL_04,E_04_96,Metal,2400,"-34.88705893838048,-56.1371562378058",50.6055935680722,13.5501678247
11665,E_DU_RM_CL_04,E_04_91,Metal,2400,"-34.887825072490806,-56.132622806492606",110.175865585925,6.2238157338
11666,E_DU_RM_CL_04,E_04_101,Metal,2400,"-34.88694197865661,-56.130415407362925",119.396498196526,5.7431691555
11668,E_DU_RM_CL_04,E_04_103,Plastico,3200,"-34.887045463474834,-56.1278630417714",194.717295260665,4.6954520042
11671,E_DU_RM_CL_04,2492,Metal,2400,"-34.89009045085466,-56.11754874071816",66.3393762634263,10.3364596464
11676,E_DU_RM_CL_04,22561,Metal,2400,"-34.89112709442304,-56.12196358620886",95.4313911914827,7.1854164249
11677,E_DU_RM_CL_04,8002641,Metal,2400,"-34.890568426511194,-56.120510629985105",124.491323595391,5.5081291283
11678,E_DU_RM_CL_04,40638,Volúmen,0,"-34.893080464838214,-56.124710946680366",93.0549203001274,1
11679,E_DU_RM_CL_04,724,Metal,2400,"-34.88901527896771,-56.117063963743135",83.5203687720966,8.2101443731
11682,E_DU_RM_CL_04,8002618,Metal,2400,"-34.89220417257667,-56.12467104001105",125.030912363502,5.48435801
11686,E_DU_RM_CL_04,4679,Metal,2400,"-34.88881739072073,-56.118698216960766",98.9782132909557,6.9279315408
11687,E_DU_RM_CL_04,E_04_30,Volúmen,0,"-34.88967786643201,-56.11534871914889",94.4136221157858,1
11689,E_DU_RM_CL_04,E_04_51,Metal,2400,"-34.88961411907832,-56.125943992338414",193.398234659856,3.5456077814
11691,E_DU_RM_CL_04,E_04_77,Volúmen,0,"-34.89110888039775,-56.132065465272774",47.9774989430122,1
11694,E_DU_RM_CL_04,E_04_59,Metal,2400,"-34.889727773734016,-56.123540609142786",109.365287231634,6.2699445416
11695,E_DU_RM_CL_04,E_04_68,Plastico,3200,"-34.889609910594245,-56.12727687539733",71.2453195751304,12.8329231975
11696,E_DU_RM_CL_04,E_04_56,Metal,2400,"-34.88889698537777,-56.12271292993234",166.140907188264,4.1273055343
11697,E_DU_RM_CL_04,E_04_55,Plastico,3200,"-34.888709077816614,-56.12325865238954",109.780530919219,8.3283047243
11700,E_DU_RM_CL_04,E_04_60,Metal,2400,"-34.89026291517635,-56.1246307617333",152.48040662801,4.4970649074
11702,E_DU_RM_CL_04,25512,Volúmen,0,"-34.890303861449155,-56.11708226489909",96.4441327029151,1
11704,E_DU_RM_CL_04,E_04_107,Metal,2400,"-34.88748057201634,-56.126864417563226",91.1132562099456,7.5259552148
11707,E_DU_RM_CL_04,E_04_47,Volúmen,0,"-34.89289853721858,-56.129477060393725",52.7313244525732,1
11710,E_DU_RM_CL_04,E_04_82,Metal,2400,"-34.88868815052819,-56.13042071044039",136.273712262352,5.0318896751
11712,E_DU_RM_CL_04,2878,Metal,2400,"-34.8914443637478,-56.12050129486071",117.92440289435,5.8148633267
11713,E_DU_RM_CL_04,E_04_84,Volúmen,0,"-34.88869229354544,-56.12875324258084",71.8417571428704,1
11715,E_DU_RM_CL_04,E_04_74,Metal,2400,"-34.89035287224568,-56.12867715586669",181.288537068098,3.782447014
11716,D_DU_RM_CL_06,D_06_50,Metal,2400,"-34.86545863453958,-56.143005205262746",106.114791104467,6.4620047646
11719,E_DU_RM_CL_04,E_04_73,Metal,2400,"-34.892136964680304,-56.13009925156346",83.4439302014776,8.2176652521
11720,E_DU_RM_CL_04,E_04_95,Metal,2400,"-34.88902586141939,-56.13444073664347",137.947468076611,4.9708363283
11722,E_DU_RM_CL_04,E_04_70,Metal,2400,"-34.89018268117886,-56.12705193025548",85.8604265739849,7.9863834024
11724,E_DU_RM_CL_04,E_04_81,Metal,2400,"-34.88916392396391,-56.13173179925198",82.2938725267419,8.3325072045
11661,D_DU_RM_CL_06,D_06_24,Metal,2400,"-34.86978700288218,-56.13918566038959",122.093197590781,5.6163185111
11662,E_DU_RM_CL_04,E_04_33,Volúmen,0,"-34.8916809472809,-56.11739482584532",108.06408061064,1
11726,E_DU_RM_CL_04,E_04_76,Metal,2400,"-34.89161697514594,-56.13066590440271",64.4193828406745,10.6445336089
11727,E_DU_RM_CL_04,E_04_98,Volúmen,0,"-34.88683602733149,-56.134402359583746",93.5944429543527,1
11728,E_DU_RM_CL_04,8008216,Metal,2400,"-34.891190733192104,-56.119843644207236",58.8150899088751,11.6588155655
11730,E_DU_RM_CL_04,E_04_94,Plastico,3200,"-34.88824189124019,-56.1330798930438",117.718055357048,7.7667415717
11731,E_DU_RM_CL_04,E_04_88,Metal,2400,"-34.887671689098205,-56.13585843317129",129.934015146622,5.2774039572
9726,C_DU_RM_CL_09,12253,Metal,2400,"-34.89053215746675,-56.193530670672004",1.95559143851538,350.642916618
11501,C_DU_RM_CL_09,28283,Metal,2400,"-34.88892501938525,-56.193088982083985",3.9937448207719,171.6970704157
11527,C_DU_RM_CL_09,22349,Metal,2400,"-34.88781382501613,-56.185403823488286",13.46842092871,50.9127454023
9774,C_DU_RM_CL_09,40153,Metal,2400,"-34.89129979768853,-56.192719524537075",0.977454952858357,701.5303198465
10001,C_DU_RM_CL_09,12508,Metal,2400,"-34.88473106761566,-56.18280362573578",103.325005494087,6.6364795476
10005,C_DU_RM_CL_09,322,Metal,2400,"-34.88569438662353,-56.1855498223235",29.7416583737277,23.0556842896
10008,C_DU_RM_CL_09,994,Metal,2400,"-34.8841166023579,-56.1837505999509",49.0662589837809,13.9752713966
11482,C_DU_RM_CL_09,40476,Metal,2400,"-34.888934699979615,-56.19308636537368",3.97887670341764,172.3386615939
11732,E_DU_RM_CL_04,E_04_90,Metal,2400,"-34.887731053716365,-56.13393708538972",167.633017027575,4.0905681821
11733,E_DU_RM_CL_04,S/N 126,Plastico,3200,"-34.890855435377766,-56.12587368300756",101.738812330551,8.9865970847
11734,E_DU_RM_CL_04,E_04_39,Volúmen,0,"-34.894148622620726,-56.122759322712",144.709330424846,1
11735,E_DU_RM_CL_04,E_04_104,Metal,2400,"-34.88739121218916,-56.12625890979933",78.0536204786669,8.7851694964
