cx,cy
575288.6956864923,2049779816.0264146
574659.5075298036,6137044.92086748
574752.1867256934,6137019.081016427
575899.8039032402,6137000.300053712
574831.2418698522,6137012.460362148
574898.4366890258,6137017.90881899
575381.2507257944,6136993.36966819
575796.5210134055,6136992.216322166
575691.0514405767,6136983.4004809335
575473.2064836448,6136973.62302467
574987.065827829,6137005.912653142
575583.7788098189,6136973.015212379
574559.4280488923,6136990.68860637
575093.6172890839,6136946.120649261
575196.8570286264,6136935.570356021
574661.5127504398,6136971.13314946
574996.7651581743,6136920.315329776
575294.3058137333,6136926.365858073
574881.6167303062,6136913.205287187
574766.4690345984,6136902.417458387
575909.8399742496,6136886.6410300955
575387.3111895199,6136916.762469756
574671.0678196886,6136896.453239952
575805.7977738297,6136878.506508014
574568.9096290725,6136888.280416514
575705.0317159534,6136870.618403374
575598.3034231679,6136888.00321455
575516.968870069,6136899.822600095
575482.6586780183,6136850.807718132
575389.1094181678,6136846.561550198
575304.0422052062,6136840.3588571055
575206.1536329704,6136833.1141993115
575586.5652971278,6136838.669489773
575103.6064299494,6136825.695555609
575004.3375886906,6136818.143520228
574897.3368821285,6136811.392834642
574783.4030644686,6136800.363327075
575668.1489261242,6136826.0665452145
575922.1938210228,6136781.1986626275
574680.3968891964,6136793.024713424
575820.9073064055,6136798.825998382
574576.9308321548,6136784.530175039
575707.8517439858,6136747.624832587
575602.2238809934,6136741.876128108
575495.5531881213,6136733.478704656
575811.8446132297,6136733.796272237
575399.2661511903,6136725.332896147
575312.602279243,6136718.9400877645
575215.2771132182,6136715.897315063
575112.7236323513,6136716.934368016
575015.1378044453,6136723.096920349
574912.1226274158,6136729.00898029
575904.5274716113,6136718.108390294
574815.6953656665,6136734.835654648
574689.7479277678,6136688.266285749
574793.4141532362,6136684.870247226
574585.5447564934,6136680.0570343705
575931.4425576358,6136616.674767097
575827.7434669447,6136607.948326811
574911.5269235073,6136675.475524605
575721.6940813677,6136599.781112253
574999.783513501,6136671.931751367
575614.6940705654,6136591.059970736
575504.5361422736,6136632.918632593
575020.3615838861,6136613.338565894
575117.8830575151,6136616.279225583
575407.1050074645,6136624.803434876
575319.2491836542,6136618.190574503
574920.6536561938,6136605.558966942
575219.758191068,6136614.938623021
574807.8187526909,6136596.847767316
574698.2141051205,6136588.436013722
574593.632923501,6136580.003360799
575511.0906390077,6136551.094283244
575413.41887979,6136543.727338223
575325.1306388674,6136536.833358529
575228.5155647343,6136529.52783209
575127.2255805477,6136521.81986619
575028.0012733818,6136514.42514371
574953.380939915,6136508.887682724
574903.7302513279,6136505.030592808
574815.220304728,6136497.698281174
575941.402118904,6136492.531751695
574706.3521931921,6136489.303004059
575837.848985806,6136483.785218822
574601.9842815533,6136481.039049013
575731.8183478179,6136476.179016903
575624.9699679958,6136467.895299229
575518.430501908,6136459.717686103
575421.0393413948,6136451.99384507
575332.8757313541,6136445.178069143
575236.5462093487,6136437.707737264
575134.9144843456,6136429.602489903
575030.5613938463,2049550476.4874249
574935.7012071636,6136413.82412212
575842.2158150617,6136394.862337327
574822.8784226114,6136404.339745709
575739.478965129,6136384.610301967
575632.6242989165,6136375.738631435
574713.7762094786,6136395.791677224
574609.5173788258,6136387.691109136
575525.9695440301,6136366.81066239
575428.6363037329,6136358.749327253
575340.735765054,6136351.5660573905
575201.3313043015,2049521468.92709
575271.3160621609,6136328.945296028
575187.000331048,2049521907.265573
575030.5613943841,2049550351.6398478
574943.1081457112,6136321.006202458
574830.3845334386,6136311.883504172
574721.4924589287,6136303.900611261
575822.385376055,6136325.867783506
575740.2268398743,6136294.390402763
574635.4133580654,6136317.389778818
575640.9235793863,6136276.167486295
574603.7032904542,6136277.89544719
575533.6523059524,6136265.986177444
575436.5220929839,6136257.157637314
575349.4985100687,6136250.5420672055
575712.2799057874,6136176.705500294
575241.2615609462,6136237.515609763
575197.6336011203,2049521214.474109
575049.5159476402,6136225.849216579
574951.9504004691,6136214.756957714
574842.7662971257,6136215.83217031
574746.5634142614,6136234.546030238
574673.8567216796,6136188.799010712
575542.8793041245,6136175.765903414
575325.1974589844,6136170.280426214
574649.1936082413,6136095.625370747
574860.2877875405,6136118.81863228
573469.6436679114,6142449.213405727
573523.898793085,6142447.833277896
573632.1388262734,6142330.156581585
573489.005376298,6142256.74778541
573846.4873300653,6142286.043700107
573975.3321503096,6142226.699380317
574091.9754704024,6142157.830416059
573675.3369734241,6142201.718822764
573781.9594436708,6142161.233590731
191679031.7000206,6142171.159098241
573633.4221852752,6142128.032068602
573522.8404928445,6142129.745830669
574213.5236375149,6142083.138049836
191681267.74299797,6142171.159862566
573725.4006317104,6142044.387114301
574028.161400466,6142032.704837534
574318.0270225471,6142027.254308857
573607.3140269276,6142010.602032067
573503.9915147147,6141978.462299724
573403.2442262798,6141900.694006571
573848.6751634339,6141993.049723981
574432.0570255667,6141961.500922063
574135.6118830484,6141929.387293188
573282.1764841359,6141865.5161031755
573099.4490290044,6141795.838103941
573972.2103700456,6141927.007992948
574281.2149084167,6141917.991675294
574557.478879259,6141864.320935936
573733.3517935913,6141949.668038258
573793.7796407039,6141867.489750667
573664.9537010837,6141870.9690211965
574396.8139973676,6141871.513481767
573918.6087684312,6141827.160483778
574673.3098481117,6141818.017503236
573533.597047818,6141838.552047678
572242.035792458,6141888.812833983
574171.3842149792,6141825.996294456
574266.010131024,6141789.727399921
572300.6866370183,6141833.401738164
574781.9277848956,6141782.6816277625
572411.7845881635,6141834.840517412
574927.0384513246,6141762.320724432
191016624.37945166,6141838.595583678
575058.4223516039,6141733.194425398
574388.3565794479,6141759.6803752165
572503.0034539639,6141812.922594164
574033.4427504091,6141772.389459545
571761.7641594318,6141771.7468502745
572553.866610372,6141720.474009698
572217.2588770221,6141779.516931891
572700.28098599,6141748.950457252
573681.1584575848,6141751.590733651
574513.2148056875,6141716.159939684
573856.7622079399,6141636.860166053
572347.3385269565,6141750.347408015
572116.7495913596,6141735.5391730005
574128.6694652594,6141730.224308696
575167.2240082329,6141683.048011886
573540.4597056984,6141732.710618464
572800.8444486329,6141714.704235235
571929.0269985992,6141682.700807711
573423.8499247612,6141711.742330717
574630.2311284256,6141679.586307635
574216.8060160166,6141686.031868004
572426.0675749892,6141743.028869425
572951.7501352748,6141657.024709527
571832.6073009284,6141695.886312435
574740.8335624601,6141648.85679092
573448.1816829324,6141689.948000746
572266.7715478381,6141697.276992473
573988.9158857996,6141643.253298697
575286.5645996397,6141602.309294833
572040.883574875,6141689.461160488
571673.0888813541,6141677.609284824
572434.0974265949,6141597.353490339
574286.5953083079,6141582.565714116
574885.7320227441,6141653.866442035
571999.3111897697,6141660.263840982
574087.0642753436,6141605.528918354
573713.0731337654,6141583.035984544
574383.9356403797,6141563.090409525
572185.4295628517,6141599.31985335
573308.0176912817,6141662.703474362
572646.4343151738,6141635.693822076
573549.5005492797,6141625.253739791
574502.9448704422,6141534.857418682
574862.4691622442,6141584.854897001
574180.1719010181,6141568.636648344
574998.8082862842,6141567.386509861
571918.575836369,6141591.52128839
573416.7180316311,6141576.786685065
572362.418186022,6141550.972451893
571782.9297273392,6141579.732318962
573163.2418377806,6141577.690767081
572759.4518361838,6141599.281065009
573337.7107015826,6141606.691308583
573293.1813104638,6141614.214274289
574590.0946655843,6141551.832229799
575421.3973762692,6141542.6253066985
575248.9405028641,2051256243.0580697
572866.3606546806,6141497.820110739
574699.7036065964,6141513.975173748
572113.5712904176,6141503.66235568
572608.1770558201,6141528.343291799
573557.1137637313,6141528.689038636
572281.5115233071,6141485.278460669
572984.711329666,6141482.623130239
573054.1363902726,6141523.587769311
571712.5722172405,6141505.187862988
573917.1069517063,2051242708.2121568
573272.3203220555,6141532.011180892
575460.11176254,6141434.900727557
574824.972248807,6141471.258284204
572062.4301048515,6141448.324759127
573335.2003361417,6141512.048717859
572711.4621095296,6141475.678742117
575287.6267366258,2051245973.746187
571884.906779833,6141489.539308955
574042.5432568018,6141466.327889264
572545.2428874843,6141425.03144785
574970.1598478928,6141441.472571888
573113.7878025746,6141454.820377874
575513.5242197443,6141377.977115597
574139.3140556575,6141434.887928445
575223.9750201466,2051256479.8287177
575102.0687278709,6141434.909654626
574279.3978652443,6141358.509792149
571633.3283451447,2051266224.3732307
571945.9801691766,6141426.92300944
572392.2563292109,6141340.971782518
575204.6310945029,6141426.1865985645
573211.4950592682,6141460.933702181
574663.2664224274,6141405.337789297
573226.3513301038,6141425.242751052
573356.8716538096,6141437.3266079845
573576.8976394258,6141434.572037758
575576.8729039073,6141314.791592804
575370.9956652382,6141263.614635628
573522.9244061555,6141362.605068105
573735.1046807521,6141412.909788567
574507.0002327051,6141422.5260657985
574403.7989555735,6141313.786958999
573917.1069526593,2051242526.618024
572194.6274805043,6141354.737421763
571782.2198668082,6141384.816408436
573166.6428121594,6141410.632655775
574776.702476063,6141322.456538825
571606.028033708,6141360.193912116
572023.3853877041,6141340.71487864
574009.542851965,6141359.482695992
572486.539151485,6141380.671933441
574513.5648388113,6141307.882008541
575211.0446463744,6141306.548321099
575107.5873356396,6141304.6675874805
572649.478021205,6141303.5507114185
574986.3930934161,6141303.249054646
574881.407022889,6141287.179718022
574107.4522862863,6141328.424708458
572766.4262393845,6141248.359826516
572886.4416625153,6141363.89449271
574636.770027739,6141318.030541275
572983.6358661382,6141361.398582937
573064.6727717142,6141363.401735736
573218.743318041,6141294.09748229
573438.9706611274,2051178276.932545
573116.7631357765,6141357.0892996285
573152.6032910144,6141351.108262276
571845.4861164303,6141322.660461689
575760.1332764955,6141283.231045318
573644.1314975687,6141354.666501383
573721.1822479368,6141295.114621836
573893.5127558565,6141298.271326871
574186.2049434332,6141261.0368141625
572251.4276586993,6141273.636308054
571677.6973267675,6141276.900780059
573980.9404544623,6141264.615243482
571923.7515354621,6141254.394078388
575876.9471736909,6141167.986829463
572887.3312976446,6141269.168284882
572980.9120165852,6141299.180057693
573014.1366386673,6141269.719429341
573127.113396244,6141296.162745748
573438.9706290875,2051176294.3942642
574577.6615022188,6141172.397808678
574078.5481818347,6141234.119059476
572550.687649381,6141082.518644182
572144.1701821072,6141230.117975238
571770.201303486,6141175.554471943
573727.40021407,6141210.474153627
572080.7505731751,6141208.806075969
574734.4287191693,6141194.699352947
573098.8018519474,6141235.989521881
572304.792205366,6141180.278739361
573937.792263789,6141169.18706317
573004.4625060008,6141117.174481427
575316.3246041181,6141175.747541191
574848.6221905426,6141126.573337848
575215.2520922535,6141173.18460997
575111.4533444642,6141170.814694075
574994.2675177603,6141168.094796111
571562.0480879493,6141162.658772552
575732.8393650566,6141190.462542483
576015.8407870933,6141170.171595506
574899.8773780296,6141181.573784808
571994.5600402066,6141168.090123192
574311.1172658657,6141080.763588708
572828.9084710219,6141156.493481315
573831.0630761839,6141146.5447516795
574177.5067076647,6141154.601942983
573297.8810793195,6141149.083579439
573501.8622677225,6141135.819583196
574037.1903236476,6141162.407023225
573105.9146368783,6141151.133032386
2095584.6111012464,2034777166.0820615
575779.2636967987,6141099.357806128
574422.6173370117,6141131.6868667295
572918.5044878561,6141110.178513868
573756.5336606494,6141125.534654557
576064.8246764856,6141112.53504566
575521.5836500375,6141120.906237
574702.3364441453,6141094.029588613
571385.2642795368,2051160145.3693194
574031.0929605063,6141090.9332277365
573653.3330107423,6141111.115515574
576005.3708474049,6141093.409046871
570866.1631759742,2051077022.2491279
571339.8830168068,6141045.728658406
572234.3477573395,6141133.022175546
572380.4174209364,6141085.148293703
572188.7111539465,6141115.806091977
571643.4397124943,6141065.951252098
576125.2189606962,6141101.356353972
572814.3327145636,6141082.137973474
571902.925240312,6141107.315907067
575420.9481105867,6141080.854027219
575319.1764359688,6141072.985053094
572122.0589973297,6141094.2968875915
575217.961201206,6141067.755028739
575114.3163805947,6141062.266297722
573760.7655787308,6141022.4429909885
575017.9397604747,6141071.9892315455
576160.85436115,6141083.551788254
574973.6823120493,6141035.113642893
574208.1545572934,6141022.306614777
575480.9347906762,6141062.964056064
572051.0052594282,6141077.9326065015
571470.6830469356,6141073.859684444
576083.3191599842,2051106252.587385
576274.2436450118,2051103646.776388
574542.4985042243,6141024.348316843
573306.165098758,6141029.39864361
576080.7242600836,2051106717.5973294
574438.0355509451,6141017.264001289
576074.5723265244,2051105626.4340746
575497.8805854418,6141048.2725695055
573113.4738928825,6141051.486978705
573180.34133455,6141086.722893082
574085.7985330918,6140991.743526931
571822.248722699,6141052.3351571085
575910.7660306983,6141007.560015849
573882.8269519802,6140974.011898283
574845.4850347826,6141025.652715547
575800.0230780912,6140999.570891894
571978.1865094827,6141034.361661712
572340.9556336665,6140966.075198254
575680.6725315923,6140991.021731175
574664.4498739431,6141004.37425203
575566.0158833724,6140982.7269426435
573491.3290705597,6140977.296447482
572248.5789601691,6140922.526781557
573605.7746471422,6140970.224378349
575454.3368711323,6140966.169612667
575315.2701328072,2051061944.0857236
574260.8113061677,6141016.655413238
575384.3015569536,2051074042.8343313
572901.4748467157,6140949.627429358
571781.0033052295,6140965.964950162
575114.3400334064,6140976.030366239
571885.1571769251,6140987.573140787
573086.0202156364,2051045840.8707454
575007.0958227986,6140939.232297539
572135.0953293918,6140923.793242419
574896.0697897171,6140930.539284112
576148.1726802153,6140919.5173438415
573086.0202259263,2051046813.9610758
572628.6659665053,6140905.775382193
574778.9642182111,6140917.860999738
575144.7221635934,6140925.943143725
571697.7827275977,6140923.730097357
576025.2811641896,6140909.781616345
575086.6794451856,6140915.563000067
574662.0460337577,6140916.32739336
576340.5476773325,6140849.83788753
573293.4229366987,6140921.862435912
575916.1095084398,6140901.390783404
575805.5975422673,6140892.217783726
574555.2859646553,6140902.957695113
574452.1558830694,6140894.513962618
575684.9676516277,6140882.421245037
573736.7986754499,6140919.241483492
574330.9291082637,6140884.609682502
575569.2885015508,6140873.248730417
572732.119811773,6140841.7481607245
575324.616766959,6140774.026540565
574211.6117149345,6140873.002256181
575444.9501451054,6140862.846447487
574170.7300020343,6140920.083868822
574082.1332012608,6140889.604008082
576399.093124198,6140793.382157899
571606.5618234143,6140874.707549345
573918.9232251726,6140869.987930285
571799.2569448318,6140805.523729863
575164.5531671969,2051038064.3311028
575165.4430307396,2051037820.177855
573773.5081048962,6140847.772853027
575013.8968384808,6140830.662996363
576156.8266060752,6140799.511105174
573717.2764214658,6140790.584105934
573525.0364915092,6140828.798927458
573646.657479688,6140783.453945295
574905.4068898354,6140823.051193593
571537.7457543196,6140850.66706246
576032.3918226794,6140791.267269451
576474.0322619139,6140738.531576077
572449.1874194515,6140820.745264598
574767.1930149054,6140811.325631962
575921.9736178858,6140785.049979547
573347.2568866182,6140733.157817292
575811.0189608135,6140777.669367547
574650.4477997302,6140810.258476505
572834.5575097015,6140824.537807941
571497.6296472163,6140819.583937877
574591.8067138599,6140800.513541831
575689.2356430336,6140769.608590507
574540.1889491254,6140795.204861508
573993.7530421484,6140764.480604867
573185.2222967248,6140740.996489896
574463.3185794214,6140788.236074319
575184.6193797312,2051037993.9804368
575573.3219130815,6140761.649887479
573075.7091398706,6140683.000641145
574340.0354647409,6140777.151739822
575448.2778701946,6140754.714753027
576252.7449651085,6140756.13309367
574215.7640626817,6140767.929098529
576562.7767813343,6140676.122173646
572220.2298482084,6140771.499993095
572876.7780800457,6140711.264371857
573857.6743577018,6140746.943281679
574122.005000217,6140764.970264725
571439.1212021756,6140775.0657373015
572758.9556943922,6140738.876212121
575203.2157720812,6140742.364689457
572505.3507157343,6140755.348327907
575125.0766732979,6140736.693588187
575019.2234705476,6140728.6599150235
574914.1111661982,6140720.687132832
573761.093070914,6140712.310021474
574810.1337755796,6140711.779421473
571649.2777499832,6140721.47976467
571864.047409138,6140659.243426683
572564.4766393529,6140740.494798102
574696.9802529404,6140699.987672462
576653.2334034607,6140616.245378856
574638.4330137622,6140737.429831445
576288.120002782,6140672.674753223
573527.8806621743,6140664.666221646
574572.1973475257,6140692.472095202
576166.4379009828,6140679.952716474
576038.8505622534,6140674.9219049085
574481.1196113124,6140617.8378549535
575926.6544069522,6140670.661136919
571333.8578579505,6140709.108371379
575814.9908049325,6140665.854604482
575222.3499144353,6140636.78644506
574363.4221513385,6140628.306611647
