cx,cy
573468.1179500358,6137636.60302593
573364.1976934095,6137628.013326418
574285.5777560506,6137602.789609813
573262.3137308678,6137619.104899665
573161.5805087596,6137598.6489116205
574195.799664705,6137591.136783231
574093.156664652,6137583.172189568
573991.8760363392,6137575.234047638
573023.7953941874,6137560.066639351
573887.5177481779,6137567.310802872
573809.9525634355,6137549.1561472295
573763.5864367586,6137565.983406636
573682.7447984073,6137550.7051076
573581.1693063736,6137542.018237305
573476.1193623025,6137533.867607389
573372.2837290781,6137525.413081389
572899.6729848407,6137512.683626273
573269.7215195177,6137517.280737626
574359.9566302128,6137500.1732188575
574293.0362168174,6137495.198628292
573170.625267999,6137503.294970548
574227.8215691156,6137490.384937787
572769.871111026,6137478.474050217
574176.4949040924,6137485.171954571
574101.3271979048,6137479.235125509
573999.5424494368,6137470.820405427
573894.9484374962,6137462.918515179
573048.4662194318,6137455.997700527
573790.7552946755,6137449.553719659
573693.4117393034,6137451.818453137
573589.4052769518,6137438.674067529
573483.7164011558,6137430.228667097
572604.029919059,6137412.780614683
573379.9448519283,6137422.448379719
573277.3176277137,6137415.112912938
572936.9251279249,6137411.630435596
573174.5831093946,6137407.66914582
574372.9340950324,6137395.852310838
574301.9852156396,6137390.847512848
574212.0703947503,6137384.136656811
572697.1997279081,6137417.252347658
574109.2554062876,6137376.336381092
572830.5900151421,6137372.364546599
574006.7823518942,6137368.66767188
573082.9287244406,6137389.454387187
572514.416709014,6137386.80561777
573902.4561730353,6137360.413278296
573798.728241272,6137351.688875794
573719.4439831063,6137336.11916937
573674.9851698609,6137353.319594292
573598.0446427847,6137335.293385773
572732.4361642873,6137332.763130783
573491.8988160477,6137326.087977012
572969.1668279758,6137321.490048014
573053.1024994258,6137346.653707207
572530.1023802226,6137336.424094384
573388.2003857942,6137317.714101756
573285.7452210404,6137309.570948204
574386.5392063756,6137291.174571034
572434.643208123,6137348.207502978
572650.5304071115,6137300.164144946
573183.0916046794,6137301.511213934
574311.063670502,6137286.3310688045
573091.812224682,6137278.10395101
574220.0330788045,6137280.282797075
572866.5286569195,6137280.3066212395
574117.0589850056,6137273.221175376
572462.0778222998,6137327.377481846
574014.17793612,6137266.105580054
572346.2964999023,6137276.989512713
572430.058166663,6137298.483830762
573910.2798283588,6137258.180532148
572559.2902669879,6137263.057861684
573807.3817138253,6137249.361398796
572998.0907556538,6137253.2650148785
573707.9693376897,6137240.556215339
572771.50734297,6137240.020073712
573599.1924321145,6137236.3826374505
572259.2733252466,6137241.354707798
573500.1905592501,6137223.333940829
572467.821070014,6137226.3545076875
573396.7200228882,6137214.5121517535
573647.1301103635,6137210.150703386
572687.0685940936,6137207.710391846
573294.4549425566,6137206.502124139
574399.7445353844,6137186.64091771
573191.6456389837,6137198.19552235
572172.3235056464,6137205.57642068
572905.0320679721,6137188.25094027
574320.1322975016,6137180.806150178
573015.6198156395,6137202.591726241
572378.5960638676,6137190.500636561
573116.0737504066,6137186.418391285
574228.0613601737,6137174.624024071
574124.8328344106,6137167.216230323
572595.4452000844,6137171.200765311
574022.208239642,6137160.333618164
573926.5605716135,6137162.075147898
572099.6058220655,6137166.948386921
573806.9284468004,6137152.363458341
572812.0183439506,6137150.750361505
572291.1977191829,6137154.996812948
572054.0604374065,6137169.862055613
573714.4821530185,6137135.28767449
573043.2282631706,6137132.539387938
572502.385101443,6137134.418864205
573612.1272388177,6137127.594525584
573508.6413608957,6137118.518842166
571995.3986558039,6137124.279270412
572723.2563500248,6137117.430600413
572203.2531354491,6137119.887713733
573405.2093563495,6137109.905215405
573302.8252725586,6137102.078962388
573872.5026429843,6137093.343085271
572413.0346184945,6137099.2957046265
573207.6488281536,6137103.206071978
574354.1656912481,6137026.9792085355
574450.4860178524,6137081.302431653
573124.9868600549,6137115.834386981
571906.3884074325,6137082.148799384
574236.3386496358,6137069.409646363
572630.8938367312,6137081.89530474
572113.2948621612,6137083.151228517
574132.9432549144,6137061.163788884
574030.2608695107,6137053.112882499
572844.2649568985,6137061.058910015
572324.308380269,6137063.957030418
573937.6548562123,6137036.640796546
572536.3685715167,6137046.187057855
573817.2954439836,6137026.922890196
571816.8612432663,6137039.307378041
573108.6929182896,6137033.21303409
573723.0142032782,6137028.344291312
572027.3809442543,6137040.686073576
572758.7784368026,6137026.320309259
573620.2262596214,6137019.727337504
572235.3699135967,6137029.541843963
573047.1525491076,2049699784.9997354
573517.2874585091,6137011.672147762
573414.0484304033,6137003.508511372
572446.6877355037,6137011.845185605
571744.6852197754,6137007.342778645
573311.6521077696,6136995.627232029
572665.3691196505,6136991.180653902
574460.6646366509,6136982.423838381
572145.6867563138,6136994.455415205
573218.2820799466,6136980.159004262
571967.3273084329,6137013.381148418
572977.1885575331,6136987.05874001
572378.9855139023,6136985.910832232
572932.2643217657,6136988.65734549
572880.1325080623,6136964.440420332
574141.3984671435,6136957.463129453
571921.7711504867,6136991.43032628
574038.6997117021,6136949.262749314
572571.5662889532,6136955.718041874
572327.1592386172,6136988.686336011
572055.4977733499,6136959.481826543
573935.909161023,6136940.479792539
573833.5750789911,6136932.33055086
572796.4788495508,6136931.960184321
571848.0173100483,6136958.35019703
572262.6731507169,6136941.24302984
573732.0882785855,6136923.809190878
573136.2773166993,6136955.249768515
572482.2283140271,6136921.217945916
573070.2919627699,6136951.032194134
573629.1705624043,6136915.026904453
571965.9149311783,6136924.939254604
573525.5800443701,6136906.692259431
572701.7155510919,6136896.260943805
573422.4647982835,6136898.83186042
572178.2256472949,6136905.544627842
572339.5475533064,6136910.989779006
573012.0621454208,2049699841.0421488
571729.2685583188,2049717254.0039124
574469.5237961953,6136878.894448703
573320.0563029761,6136891.18103575
572404.9303150906,6136881.751489188
574366.9491602462,6136870.25932425
573217.2706875153,6136883.278583269
571866.7281611168,6136925.69671544
574253.4006072634,6136861.779394271
573134.4828176985,6136873.844438567
573079.5128228847,6136881.829426145
572917.4955585775,6136866.237415997
574149.7287200405,6136853.995563476
572086.9885401166,6136870.624745558
572608.9022770344,6136861.370001217
571875.1039647169,6136882.111430708
574047.4397810454,6136846.0991934305
573944.1846388421,6136837.897701276
572794.4043584713,2049681131.9172976
-5472546.300802666,2114600030.1040776
573841.646833162,6136829.748519569
572299.4374598095,6136840.258027753
571998.1276210184,6136837.1222371515
573740.765174228,6136821.010445515
572519.8419035564,6136827.167085226
572861.0466603088,6136820.24178649
573637.507518539,6136812.481264183
572211.8689792308,6136813.581828167
573533.6494883683,6136803.859625176
572781.0430280996,2049678088.2205076
573430.5615210343,6136795.375440663
571906.1101020743,6136801.359120106
572429.0285739113,6136791.808384044
573311.7115463665,2049668361.399876
574478.2637158046,6136775.567341795
573244.1272048596,2049668359.8468857
574375.4267438209,6136766.142105043
572120.4073112517,6136777.645007015
573125.7279359672,6136769.948476677
574261.585623096,6136757.021414721
572645.6984773253,6136767.124468948
-3218534.5260054553,2090307795.640364
191378956.21884656,6136701.7337953765
574157.8018498223,6136749.415516084
572337.2158079895,6136755.630826681
574054.785568528,6136740.961887938
572795.0755142446,2049680872.7736957
573951.2342014831,6136733.603167504
572032.9265759728,6136743.791205773
572556.6581514851,6136734.081208123
573847.8294713745,6136725.0770100085
573746.8999684949,6136717.476137176
572245.27583577,6136720.123498916
573644.9750708395,6136709.002270583
573541.6484831416,6136700.634776344
571947.5960520091,6136712.826368114
572464.6684249662,6136699.662663853
191378328.7785173,6136694.411132183
573438.6359899623,6136692.327219996
574486.5717688112,6136672.053461124
573317.2793336704,2049668218.6096275
572169.6977717937,6136716.958411273
574384.2891401848,6136663.687248341
573249.6949896317,2049668221.0854645
572675.3329865648,6136694.182881342
573119.1609289142,6136665.222159697
574269.5190050389,6136654.416888971
572370.9160839128,6136664.308176791
572149.6247216972,6136673.752109201
574165.5649954622,6136645.787493472
574062.423771618,6136637.574658496
572068.0881122103,6136650.464707803
572590.8354474193,6136643.100786068
573958.3249313175,6136629.468308709
573855.9219911358,6136621.771662415
572277.9204424499,6136629.269784595
573754.9305962254,6136613.403191669
572686.4326234432,6136642.722362697
573652.4000392496,6136605.395272448
571970.8660041363,6136571.482047209
572499.0746025912,6136608.646247828
573549.4093615686,6136597.489582603
573446.6309995754,6136589.275992539
572187.6647383954,6136593.961905344
573344.4391756222,6136581.2662607245
574494.8187087519,6136572.202839815
574392.5523733298,6136563.898728676
573239.4443665636,6136598.507988457
572402.8000219915,6136573.234406312
573172.7948277306,6136567.678381892
574277.9961518871,6136554.630320972
574173.7954272396,6136545.386811698
573019.9476286516,6136589.987157957
572101.8046210163,6136566.997919566
574071.218578887,6136536.952038874
573966.7812640369,6136528.927022686
572309.8165631571,6136539.320820489
573864.0593037083,6136521.726053511
572040.5500625825,6136562.240041041
573763.6787560869,6136513.168962056
573660.2464179843,6136504.547758981
572221.4813488153,6136506.89333834
573199.7018683455,6136474.558586801
573556.9938246172,6136496.0585654415
573459.1856084603,6136482.214457871
574503.7184029174,6136473.705004248
573366.16250515,6136496.157502393
574438.389763648,6136442.978045483
574375.175450116,6136449.693931284
573283.6180682977,6136504.844663282
574289.5137009873,6136454.252999092
572126.1265072767,6136489.600635312
574185.4888731354,6136459.854305035
574083.3832811522,6136465.91379561
573958.8023190327,6136445.884516393
573871.8382483462,6136423.126246133
573995.1943611924,6136380.788028985
573777.1838284322,6136384.347864796
573638.5220800582,6136405.75114925
574098.1130638642,6136376.547048917
573126.8667974115,2049545314.6358273
574513.5906830446,6136387.206482301
574227.1140339021,6136288.444821938
574327.5007359211,6136293.902852374
574412.7391927829,6136304.738613832
574022.8848661334,6136240.844266948
574517.3288037194,6136295.062056895
573943.0031443366,6136345.700287996
573852.9108836851,6136329.818450103
574116.8323214231,6136282.823887137
574030.4692820711,6136279.6618003445
573982.9166031055,6136251.817245308
574078.4822312956,6136238.325406699
574528.546678839,6136185.3336792085
574425.1956336381,6136179.650264464
574317.9961723563,6136168.92948069
574111.4334573776,6136200.136296543
574433.5433576234,6136069.582548538
574273.9552923983,6136075.104736208
586895.6564339328,6151288.989714103
587172.4191040563,6151314.084984462
586697.9158227664,6151189.582013333
587335.8312466982,6151296.949716269
586532.7041363725,6151074.21600839
587315.2855686721,6151178.020310616
586989.1815709786,6151087.47801088
586241.7624068266,6150863.098697786
586742.4080184373,6150924.280451351
587675.4386186679,6151003.73528116
587701.9661007851,6150969.681761731
587566.1328158269,6151034.6007495355
587645.9139239965,6151041.126612775
587737.6116111955,6150925.670657701
586842.5341827231,2054166344.7341049
586347.0670343657,6150670.859734751
585976.8278038256,6150481.694639316
586927.1445338235,2054137469.6627812
586043.108952923,6149349.020272121
586349.3880863349,6149088.254480522
584960.6120416538,6148836.431841648
585859.2231635303,6148952.477853095
584924.5768088299,6147620.7612299565
583934.346396805,6148757.715628513
586560.6827571738,6147918.274901067
584291.8752032283,6148536.9489075495
583741.7514078391,6148445.843867858
584323.1376482756,6148325.342352322
583927.6115928701,6148192.057331868
586110.9810893148,6146871.921518011
583335.5037400491,6148164.423804079
583590.9433372435,6148072.570881912
583352.9232395376,6148028.936999768
583648.9043155697,6147905.624542956
583266.054893854,6147849.72770926
583158.2360508832,6147742.779579643
583444.5510765257,6147864.890185487
582986.1545137129,6147669.907036534
583063.5592782242,6147655.458437955
583099.3997300656,6147597.8496157965
586269.7742607725,2051938726.29931
582448.4532357272,6146570.972619485
582272.3103602742,6146209.711764278
582262.3325398287,6146001.983201722
582189.07623244,6145969.603237492
582433.8811268858,6145897.187206571
582093.2843264058,6145924.128222118
581973.4782261854,6145844.832788607
582178.8875488244,6145730.448846842
582309.9311194265,6145768.186363308
582004.7282374224,2052629739.3695076
581796.4576893704,6145256.909146308
581387.8426117009,6145176.370900384
581593.5371976235,6145022.038158523
581530.6232273142,6144936.2960816575
581679.11614198,6144908.801206133
581449.6102213463,6144877.284698229
583458.3659694975,6144456.623920449
581412.811029149,6144826.737366907
581281.701885756,6144792.362895363
581351.3928692193,6144769.074130442
581057.3673003671,6144752.791479333
581426.6528607451,6144747.548294019
580970.468207905,6144667.026246148
580218.1841199165,6144196.335764731
580471.8340435129,2052158703.7588315
580452.357515122,2052158447.3425097
580137.6414521954,6144073.992156059
581986.5742279306,6144153.373541957
582047.8279819434,6144130.393072579
580341.7037980849,6144001.638790077
581943.9154921174,6144038.57462241
580093.2354203362,6143934.918657139
582004.8684606167,6144015.251105998
580515.364354787,6143936.963826488
580286.8614769591,6143858.378212253
581911.542861891,6143952.371769756
580895.8470873653,6143892.754371098
581972.1769111115,6143928.7347546285
580461.1623716773,6143791.7241154695
580863.4898797205,6143801.404930311
581039.2287035404,6143837.9474482685
580053.2587803184,6143800.160401926
581111.7616159233,2052051720.6470761
580635.187842386,6143725.686234521
581005.4222522418,6143747.721117626
580238.7231260253,6143729.231044944
581113.2286722574,6143708.275387192
580022.0518207881,6143700.464704955
580809.7830338872,6143659.833192121
581725.1451138111,6143242.849544848
580413.2024315099,6143662.770673804
580201.235440555,6143630.562067335
580975.122679286,6143665.237315052
579973.9436944345,6143562.002865708
580587.059238512,6143597.86126196
580963.5327902909,6143630.327809326
580375.7107992377,6143563.708476231
580761.3460955325,6143533.622219085
580149.5017669176,6143493.971007731
580549.6544116781,6143498.206557915
581039.604739358,6143476.896862895
580937.1233181069,6143539.207006571
583037.6632371664,6142735.49480532
580913.2075081388,6143477.286239104
581129.2036987724,6143442.526023017
580332.2199777521,6143420.762952409
580723.0754169965,6143432.665179042
579889.1517627279,6143421.330310978
580506.5860054839,6143364.099785373
579985.346141863,6143377.312086217
580884.9701454318,6143370.692734455
580079.2137623301,6143336.6891807625
580997.9084637143,6143230.782919152
580669.8240947503,6143295.616039362
580173.8794055582,6143295.033662917
579839.4831257005,6143304.271304798
580268.6465072372,6143254.22819813
580831.9365023007,6143230.336802299
579926.2415519606,6143260.162021214
580357.6100078572,6143214.556963904
580591.5908200208,6143141.152854781
580017.49498817,6143214.817494962
580453.2961986561,6143136.166671832
579764.1699141064,6143163.481881532
580110.0124164332,6143168.604533323
579856.7663881555,6143121.056459469
580202.3883530396,6143123.175181208
579971.2849764773,6143122.053413321
580760.3769610268,6143090.776735032
580290.8776534168,6143080.809207045
580064.0607355641,6143076.435114247
582388.7983550058,6142597.450458992
580957.1769103936,6142977.64965963
584781.8597363796,6142402.934460341
580818.2652865602,6142995.354998743
580423.1419607648,2051747994.3339703
580156.9907946022,6143031.415630567
579925.1728626905,6143029.284061283
579688.6947146505,6143031.46343945
581073.3892060368,6142920.8611973245
580245.0841906461,6142988.809193225
580018.0629116263,6142983.622296276
579786.9516479812,6142982.758863495
580571.4275647628,6142968.711500641
581564.3439747889,6142605.733204339
580563.6932662708,2051761765.3365462
579636.7713129667,6142941.550818477
580110.2903749245,6142938.222194688
579878.8360414604,6142937.0887783505
580768.4764312308,6142851.314423832
580196.0815335179,6142895.5263225185
585197.9345752078,6142548.935971304
579971.824985517,6142891.112834648
579740.3792211274,6142891.261988282
579585.8904127817,6142852.149965907
580064.0966263216,6142845.274416488
579832.9558194729,6142846.105473695
580678.2150833322,6142756.85015609
580932.0126188061,6142763.198593536
585586.5735104881,6142553.03886287
580149.6811033199,6142803.137674047
579926.3086575042,6142799.230420065
579695.2615006131,6142800.196025781
581033.9646898038,6142760.669708882
579534.0755320756,6142761.713871398
581101.3946473029,6142736.059752985
580018.6211144223,6142753.6478860155
193657422.43276232,6142705.726867684
580104.0824333332,6142712.207210243
193657422.09386724,6142677.567888141
193880510.33782145,6142629.683122074
579481.7953331582,6142670.826869908
581052.1127656113,6142647.654190178
583772.8192130845,6142267.8092570845
580001.572786922,6142652.561090609
193657189.19019952,6142671.603117276
580583.7392439431,6142631.585559577
580692.5876730978,6142605.929076837
584221.8620692557,6141684.328561398
580798.8964796715,6142589.610288429
193657355.73883438,6142643.444338362
579604.6604339462,6142612.295367277
580869.2904543228,6142519.992333104
579431.810832833,6142583.020795104
581031.605484756,6142582.6076280475
579929.7865647643,6142577.001403548
579696.7723572071,6142567.249740529
580566.5968421857,6142512.7121059615
579560.1489237554,6142520.835977918
579378.5633437055,6142494.468624158
579651.8167928704,6142475.306367663
579514.6458332303,6142428.410119795
579327.0256791515,6142403.227871824
579613.677238285,2051533319.3611898
580354.7751598243,6142425.871500834
580397.8312377775,6142402.168232949
580448.043082708,6142389.307967843
579674.5201278252,2051533338.2428958
579287.3238030623,6142309.345221345
579468.9240044571,6142334.5025005955
580491.7839868317,6142367.476147291
580543.6806875276,6142357.773640027
580314.5503813889,6142381.465496518
580589.6394570372,6142336.089687182
579583.5334405928,2051533152.6855788
580636.890334293,6142314.387590808
580381.8422736139,2051541748.6983974
580395.0352877286,2051541723.3107088
579423.3008919297,6142241.412684614
580510.9981794679,6142301.498546263
579261.868975833,6142209.125339824
580389.5318829889,2051541505.793014
580552.4907694501,6142272.822121908
579515.1016711411,6142196.920134413
580594.6508489575,6142242.377326415
582985.6770428997,2051348453.4878082
580397.029080171,6142258.236788292
583430.20512642,6142085.1241004495
580468.995409847,6142252.29733952
579653.8962947342,6142130.307087057
584705.8539172731,6141532.080006627
585272.0978139624,6141597.401269888
579378.0196215801,6142150.160309049
580504.2969663158,6142215.502949322
580415.446759034,6142210.232051297
579235.5157485714,6142108.214982375
580540.5266025469,6142179.234328231
579469.8753896662,6142105.155643889
580442.75163503,6142168.000908783
583660.9573384862,6141437.092691626
579789.5846886004,6142050.067119661
579608.67000414,6142036.5812514275
579331.3164588666,6142058.087101185
580856.9863205509,6141856.5075011775
582939.4633511382,2051294219.7389505
580469.1052229615,6142124.355615467
579423.5214129279,6142013.237061714
579209.7876739308,6142006.468866889
579727.7562876949,6142035.730504142
582934.4598647241,2051059806.390286
579566.4591680161,6141944.494250379
579764.314421889,6141959.313166566
580085.8514790182,6141899.29199557
579377.1939214726,6141920.936284585
579903.7935208565,6141894.4116675835
581155.4000670617,2051408354.4334967
579224.4011800443,6141869.15532949
579726.2600345673,6141866.617535947
579522.5681981813,6141840.9131244095
580989.8804371033,6141787.650988985
579323.8292205012,6141810.993248946
579860.1590515147,6141801.648971296
579681.5434875865,6141746.575391494
579416.5313747239,6141749.466026623
581033.5863298785,6141711.432523983
580073.3421405733,6141727.131419913
581054.0413516507,6141557.9518344635
579800.9823704688,6141681.939649714
580480.5104021354,6141620.447723065
581437.9921538214,6141591.218243043
579495.0274678861,6141684.5717971595
580808.8745598007,6141648.565193494
580140.6824714926,6141656.038294298
579595.4917303745,6141606.157255876
580533.4437621039,6141542.529094179
580856.933969865,6141584.995716242
579199.9191704757,2051317798.1472437
585731.4560569006,6141404.588866199
581328.7812163306,2051226116.2713363
579404.1076420753,6141581.8830194045
579723.4667163219,6141549.231899048
581131.2896642406,6141414.982834371
579194.1728237158,6141500.963120605
579498.6463274857,6141498.95273057
579804.0188662224,6141512.4595497195
580736.3591900789,6141478.424595881
579336.0921870453,6141505.1609342955
579663.4860209167,6141470.484686831
581491.7525054906,6141374.859149175
579430.1850979346,6141422.999727192
580916.8544627198,6141209.644242074
579268.7486087114,6141428.694519928
581326.5813119373,2051225029.7076986
579618.9690728842,6141388.747472717
580667.4024381422,6141408.244673711
579184.1278804055,6141371.832308944
580607.7177584458,6141361.178757035
579363.1769091057,6141346.430340055
582905.002083646,2051219881.679571
582779.9974168927,6141281.862780693
579524.4661597316,6141340.070473722
580698.2083477771,6141358.718341593
580409.0838678358,6141170.969062833
579254.1428474985,6141138.861252411
581238.2222255568,6141192.606409559
582721.0431300671,6141237.162659481
579265.9791868613,6141294.823820981
582253.426986821,6141192.77542387
580614.7082890308,6141229.055966221
579457.5945350492,6141263.791483017
580225.4213310183,6141227.822399934
579522.0673743209,6141208.758309597
580136.6973947881,6141193.23438521
580656.4552758386,6141147.58992008
582714.624612239,6141117.056018075
581310.5250522273,6141074.513758647
579455.0855585607,6141130.990685415
579587.6698559301,6141145.345590003
582766.4859147924,6140927.715928606
579910.9648004464,6141148.764184218
580204.1832932796,6141103.503533148
580699.8110586174,6141073.6139141945
579137.2620734181,6141080.210291265
580919.064779331,6141028.4105875855
584639.5742575598,6141026.03302895
579529.7653817167,6141069.213902578
580002.5310156337,6141050.1292170305
582164.9893722994,6140949.000288521
579927.7625115047,6141101.434601877
580810.4268810671,6140976.252421434
582654.5921374796,6140969.6094967695
580238.4527096332,6140998.829998829
581930.5624157407,2051109432.9474046
579110.3672169945,6141008.15021195
579461.3858017407,6141004.784394461
579225.4077770369,6140997.241021809
580590.6682225902,6140909.269909241
580466.792715267,6140960.173200417
580707.8617492598,6140934.530487791
580077.8696436892,6140956.614197516
579510.4120770725,6140911.296435772
579410.4682534921,6140946.032194044
579287.9741943347,6140940.321008527
579978.3849534495,6140930.478931703
580328.5693139711,6140915.362867656
582453.2750110774,6140909.929410114
579131.641226711,6140936.899467581
579865.5441150832,6140900.384434324
580203.4591388874,6140884.599330505
582594.56979662,6140818.65273207
579354.9268706356,6140882.480289284
579586.4975254117,6140843.426611526
580491.309745399,6140872.606800027
579230.0548117921,6140873.3910243735
580103.7652332727,6140858.326540012
579097.3274334313,6140871.743950829
580378.8240798534,6140825.638634917
580005.4229769978,6140832.376556423
579427.5129190717,6140816.653648944
579296.5878233497,6140815.320842918
193637585.8534393,6140780.704882417
193637301.9575357,6140765.052187203
579174.138420696,6140809.298297255
580229.2956640009,6140790.074047453
580129.3065087197,6140762.733702536
579503.9480294702,6140747.1913758805
579411.9566815945,6140713.116352787
579241.1632812993,6140751.334333915
193637602.87449628,6140737.031401188
580031.9694912131,6140735.875311209
579926.015874488,6140710.661574423
579584.5137589697,6140683.991979147
579329.4118450637,6140680.711445403
579394.7536637001,6141182.374597395
579331.7901855087,6141236.686861301
579784.0689213772,6141025.348112951
579749.748953219,6140875.517403788
579636.4226774374,6140967.024265536
579627.3893936097,6141245.548777292
579581.8326283906,6141326.276476751
579209.7912875327,6141782.336445248
579199.919159898,2051318189.1389906
579291.2119926943,6141717.597221729
579871.2805835787,6141214.559626306
580247.4208687233,6141364.5078626275
579927.8713077543,6141614.4008630775
579873.4581082906,6141623.753025288
580012.8758882056,6141608.239592212
580128.0251034041,6141543.361463243
579806.9355638041,6141436.494888484
579828.5937176568,6141323.799843585
579975.4061703263,6141427.214292627
580036.7072771741,6141548.535394525
579940.1828587985,6141551.321216101
579933.6835948161,6141504.8744328
579906.0918576366,6142109.636223705
580003.1510160711,6141932.504607882
580002.8977909884,6141982.659188525
579699.0909112016,6142723.574394827
579674.630898012,6142682.850783713
579658.863281138,6142740.241625331
579602.8408518792,6142684.043652491
579600.8141501878,6142711.74244411
579642.6834923181,6142670.452975644
579626.6035264672,6142726.871908362
579866.0480438406,6142510.835675782
579743.3657097823,6142429.938583394
579951.9861090187,6142450.94890184
579925.200188978,6142489.260679983
579918.0888014868,6141725.145198283
580027.7340716636,6141804.874892197
580537.2900614468,6141261.017698694
580630.6485323608,6141313.5518588135
580569.1846746923,6141431.980670903
581120.7592435594,2051408867.7964947
580236.6620331355,6142118.63294278
580285.3198761651,2051582202.4483533
580282.5341924517,6142419.505206441
580285.3198765123,2051581940.4657066
580759.9282681881,6142008.852748764
580806.251407543,6141993.089900505
580747.8179589197,6142066.932220471
580831.6253501624,6142017.3510119375
580772.9087202009,6142093.296174089
580861.258552786,6142101.778138158
580798.1494520078,6142120.674858858
580774.3307198085,6142162.518880366
580826.5122724415,6142142.791411037
580855.3080176748,6142164.88279074
580831.0812593532,6142234.168751176
580992.0295823602,6142092.097448447
580907.4712275071,6142159.4608758725
580863.1568687259,6142213.545246645
580935.3327191493,6142181.7589808125
580891.9217934484,6142236.561562639
580948.1336128194,6142105.681392658
580976.128324485,6142129.777930348
580944.1873148695,6142214.020111827
581050.4637382167,6142287.750424179
580179.4685209459,6142632.1633777665
580272.5457254775,6142626.591554226
580121.4092978945,6142608.974354847
580112.9276583422,6142355.429896286
580368.9942246706,6142875.287598924
580410.7486528422,6142876.130530787
580523.615339697,6142877.208665169
580039.3917315474,6141185.374516146
580113.6818036463,6141245.508075226
581491.4629464415,6141464.251394197
581532.523713273,6141516.242315242
581339.8434228026,2051222230.7236228
581161.4976386859,2051409846.606565
580204.7517562966,6142788.832700631
580292.9796694339,2051734897.127629
580203.4876024044,6142766.867419243
580411.8245048353,6142785.945349764
581579.552240678,6141922.057451522
582256.5517802307,6140785.106925668
582223.2288152796,6140824.533964236
582236.4007182905,6140860.220249911
582269.922368938,6140825.4450743925
582311.479372187,6140814.358077233
582354.623058992,6140802.639981823
582397.5653212119,6140792.450359211
582334.733450258,2051045991.514321
582348.3725811071,2051045956.4820929
582356.6894211661,2051045949.1275437
582299.9462277605,6140901.416710321
582343.0502898579,2051046059.6768596
582247.9256964928,6140888.707403458
582259.9349012349,6140920.626252168
582413.1872179955,6140831.846684023
582423.8951060119,6140861.520366231
582342.9423568515,6140957.621079533
582301.6141055763,6140970.045198509
582424.4125174106,6140930.954924877
582329.5404834573,6140931.759411544
582382.8246791856,6140943.178521083
582301.9170657732,6141072.634802485
582358.2284002596,6141114.343945599
582347.9267079214,6141078.572167071
582336.8332848073,6141007.855940983
582338.663166997,6141051.884678632
582402.6589568538,6141093.945959487
582439.7855083656,6141078.257496815
582403.4392611113,6140986.797672044
582386.0186211172,6141041.07548735
582422.3019202973,6141024.112008653
582481.4068522581,6141063.309045077
582453.5105870644,6140970.40091529
582460.7494620659,6141010.886592193
582486.8644872427,6141001.669624708
582514.9867007913,6141213.650356709
582416.1797541243,6141247.701077192
582471.7431056771,6141124.89391835
582441.6055443077,6141199.2486421
582162.8413859443,6141243.312437708
581930.5622666706,2051112125.6657603
580548.0863918253,6144034.620887725
580723.0119597419,6143965.480934824
580623.730609301,6143864.370194075
580721.53072207,6143857.581962613
580646.6651268972,6143926.836147023
580935.8444281595,6143566.559643034
580947.923333832,6143584.688621673
580956.2975547868,6143606.183396329
581278.4110993086,6143806.485065874
581294.0906709408,6143843.281445517
581313.6320761873,6143887.39550102
581219.2818501279,6143983.092763534
581088.345862414,6143926.967244908
581190.457536178,6143903.744472295
581084.219993893,6143898.183981238
580506.512404277,2052140869.068134
581895.8983136913,6144055.382548629
582051.4011839327,6143998.35207314
581570.975571232,6144578.948980306
581925.0108416606,6144616.721862866
582801.3672714175,6144185.646341974
581976.9717427556,6144349.3202390475
582087.2435219581,6144325.426154871
582174.6231782328,6144299.542152866
581083.1167126567,6144850.536557053
581157.8216349222,6144823.320725055
581210.9699504742,2052372720.7941284
581210.9761403517,2052373027.0078104
581217.3980630215,2052291390.8483753
581272.7553528723,6144920.366663412
581313.4408232153,6144915.329563671
580986.5081620459,6142534.757087567
581036.3085498939,6142510.416062439
581009.3182115717,6142522.377377767
580980.4218250806,6142478.537474424
580952.6360827993,6142440.7867938625
581049.9453992588,6142494.4227672415
193878452.69831437,6142629.68338202
580515.1389971848,6142634.943871748
581282.8140721327,6144998.801444994
581472.5253842117,6145086.448354334
581565.6255283706,6145145.7433136515
581693.9570310514,6145107.686048318
581768.1502915386,6145301.54871985
581705.1047403767,6145267.431132684
581889.2538141109,6145229.887833473
581734.4908561674,6145211.176213652
581720.0243142314,6145235.752006459
581614.5955477337,6145499.353941365
581570.0031615357,6145565.908561565
581876.7236582349,6145780.38141312
581918.5605461773,2052668736.0679986
581986.788812198,2052629894.7304926
581748.0273674917,6145347.484166079
581718.4876223042,6145363.50317576
582244.7547304112,6145727.519258752
582304.9846655625,6145520.263166103
582335.8991668127,6145499.089135359
582369.0131363525,6145508.189007911
582353.256128535,6145545.420278317
582330.5231637582,6145590.969217044
582390.0242771017,6145572.519209208
582338.5731279376,6145598.574258115
582782.8121390517,2052765007.0842993
582365.3475919291,6146052.947854117
582373.8606365641,6146294.2812396325
582424.9290586209,6146332.542043039
582625.7306169413,6146131.496412534
582555.1984828698,6146261.245451099
582563.0533509514,6146190.501515275
582574.6438262861,6146188.483386521
