
---------------------------------------------------------------
                   STATISTICS OF TRIALS                   	 
------------------------------------------------------------------

1	17491		29040			837850			8377			3.01998e+07		3.79199e+07
2	17436		29237			535550			5354			1.19302e+07		2.32626e+07
3	17417		29135			949850			9497			2.25573e+07		2.37963e+07
4	17679		28850			965450			9653			2.07688e+07		2.15074e+07
5	17554		28828			847750			8476			2.02944e+07		2.40954e+07
6	17284		29222			986350			9862			2.12819e+07		2.15818e+07
7	17496		28834			460550			4604			1.004e+07		2.17808e+07
8	17197		28796			891250			8911			2.36835e+07		2.68805e+07
9	17533		28729			909550			9094			1.96264e+07		2.15616e+07
10	16060		29467			853550			8534			1.85176e+07		2.15867e+07
11	16835		29121			406650			4065			8.69013e+06		2.14917e+07
12	17341		28952			247350			2472			5.46928e+06		2.16462e+07
13	17745		29175			915650			9155			1.99153e+07		2.17388e+07
14	17537		29531			997850			9977			2.15936e+07		2.16434e+07
15	17362		29225			966750			9666			2.97169e+07		3.09383e+07
16	17340		29436			882950			8828			1.96103e+07		2.21727e+07
17	17835		28705			678950			6788			1.53058e+07		2.25037e+07
18	17190		29450			870150			8700			1.90776e+07		2.19747e+07
19	17436		29383			814250			8141			1.79446e+07		2.1938e+07
20	15826		29105			669850			6697			1.45925e+07		2.1603e+07
21	17571		28532			906850			9067			3.27026e+07		3.64733e+07
22	15928		29402			991850			9917			2.10181e+07		2.11919e+07
23	15981		28649			690450			6903			1.46807e+07		2.11732e+07
24	17590		28762			929250			9291			2.03198e+07		2.18675e+07
25	18080		29085			579850			5797			1.26269e+07		2.1778e+07
26	17403		28737			675750			6756			1.47306e+07		2.17884e+07
27	17791		28853			838850			8387			1.86655e+07		2.22575e+07
28	17669		28996			923950			9238			2.03046e+07		2.19571e+07
29	15964		28760			801350			8012			1.67783e+07		2.08678e+07
30	17325		28876			926050			9259			2.02408e+07		2.19012e+07
31	17647		29105			791750			7916			2.13777e+07		2.61939e+07
32	17643		28975			691250			6911			1.67817e+07		2.43625e+07
33	17683		28650			936350			9362			2.08394e+07		2.2242e+07
34	17600		29109			898950			8988			1.97057e+07		2.19125e+07
35	17525		29611			700250			7001			1.55613e+07		2.21909e+07
36	17467		28862			911850			9117			1.97738e+07		2.16865e+07
37	17475		28932			641250			6411			1.59763e+07		2.5366e+07
38	17728		28975			945650			9455			2.14253e+07		2.28108e+07
39	17314		29639			844150			8440			1.84507e+07		2.18583e+07
40	17198		28619			682150			6820			1.49641e+07		2.19896e+07
------------------------------------------------------------------
